id,loan_tag,loan_amount,contract_date,loan_rate,due_interest,principal_balance,loan_status,created,lastUpdated
ffec3b72-a439-5eb2-aa1a-d8eaa75719f6,L-B000541FCD-01,300.00,2023-09-11,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:06,2024-06-24 08:19:42
31cc3dc8-40ea-5642-9664-c10273f9a2e1,L-A00777A48F-01,800.00,2023-08-25,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:06,2024-06-27 16:49:30
93084618-d40d-5b74-b1da-44d168e0542e,L-B000541FCD-02,300.00,2023-11-17,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:06,2024-06-24 08:21:50
44a40a46-8681-5b19-8463-63c8edca6a77,L-B0005D0F62-01,800.00,2023-07-19,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:07,2024-06-24 08:15:37
a45ca7ce-6422-5802-81bd-eaa40a580cc6,L-B000AE8CA7-01,500.00,2023-08-28,490.0000,0.00,-10.00,Paid Off - Paid In Full,2024-06-19 18:58:08,2025-02-24 06:07:50
106d1ac8-4f53-57b2-a405-fa7d435d0e1e,L-A007EF87FF-04,300.00,2022-04-01,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:08,2024-06-27 07:04:24
53812a0b-88cc-587c-887d-def7bd5223c5,L-A007EF87FF-05,700.00,2023-06-02,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:09,2024-06-27 07:04:30
ff15bb48-98a3-5599-bd8e-c74841837cc6,L-A007FFF689-01,800.00,2021-08-11,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:10,2024-06-24 08:18:36
c7829c3b-b919-5187-833c-fa98f77f0c9d,L-B000E58240-03,800.00,2020-09-03,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:10,2024-06-27 07:02:52
bc8a3019-6623-5025-8cda-b14ca9c7738a,L-B000E58240-04,800.00,2021-05-21,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:11,2024-06-24 08:16:14
ff446cf2-caad-541e-848e-8366368d176e,L-B000E58240-05,700.00,2021-08-02,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:11,2024-06-24 08:14:46
4a818319-f24a-5d74-b34e-5a714fc4131d,L-A0083B74F3-01,800.00,2021-06-28,490.0000,0.00,0.00,Closed - Settled in Full,2024-06-19 18:58:12,2024-06-24 08:19:38
1e4df99a-48e2-5673-a0e0-337b3094b7e0,L-A03321571D-01,400.00,2022-10-03,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:12,2024-06-24 08:17:04
7468a01c-b2d7-559e-9f9d-8a98bfe9a31c,L-B000E58240-06,800.00,2021-11-17,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:12,2024-06-27 07:01:14
3728980f-9c51-5c60-80e0-1c3bcbdc3f41,L-A0083B74F3-02,800.00,2023-09-27,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:12,2024-06-24 08:17:13
408f8901-4711-5e61-abb0-257c71549796,L-B000E58240-07,800.00,2023-05-30,460.0000,0.00,0.00,Closed - Charged-Off,2024-06-19 18:58:13,2024-10-09 07:56:38
93b4881b-bf8e-5340-8872-cff36313c3bf,L-A0083B74F3-03,800.00,2024-01-03,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:13,2024-06-24 08:14:32
27586b57-28aa-5b80-9ea6-bce8f3ac87d2,L-B000EAC3EC-01,800.00,2023-06-20,490.0000,1629.09,800.00,Closed - Charged-Off,2024-06-19 18:58:13,2024-10-09 07:57:51
ac4ed37b-0ff6-5450-b1ca-f753a00bfae4,L-A008552E93-01,800.00,2021-12-08,490.0000,0.00,0.00,Closed - Charged-Off,2024-06-19 18:58:14,2024-10-09 07:52:31
31e27dab-0af2-5b44-ab1f-2238d126243d,L-A00868EEE6-01,800.00,2022-01-06,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:15,2024-06-24 08:18:49
b8f222b2-1ebe-5203-83ec-aeda63583747,L-B000EBD309-06,500.00,2020-05-18,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:15,2024-06-27 07:03:02
7698fc4a-6c85-5d38-948a-49cd0bf1318d,L-A00868EEE6-02,800.00,2022-04-21,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:15,2024-06-24 08:21:35
386d34bc-1b48-572e-9f0a-6b646ecbca84,L-B0013FD7B8-03,500.00,2020-08-21,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:17,2024-06-24 08:17:06
c8667cf0-04d2-5981-ba1d-188fd6ed24bd,L-B0013FD7B8-04,600.00,2020-12-29,459.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:18,2024-06-24 08:15:23
7a8229cf-263a-5114-9c22-8e972d6cf788,L-B0013FD7B8-05,600.00,2022-02-09,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:18,2024-06-27 07:04:19
3014fa80-3a0c-5deb-acb6-dcb74d1245f8,L-B001D4D25E-01,800.00,2022-08-12,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:19,2024-06-24 08:17:44
ed51da47-76bb-53ed-9249-dff8044812a1,L-B001D4D25E-03,800.00,2023-04-14,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:20,2024-06-24 08:22:15
fb6085c8-2b5e-50de-aa45-a81559d61b1f,L-B001D4D25E-04,1200.00,2023-05-04,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:20,2024-06-24 08:17:41
5148f307-c4fe-558b-a77b-722302a9b294,L-B001D4D25E-05,800.00,2023-05-31,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:21,2024-06-24 08:18:00
e4e6bf5b-a7f6-552d-ad26-108d5988e461,L-B001D4D25E-06,800.00,2023-07-24,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:22,2024-06-24 08:25:10
5fa4e333-57b3-5036-8816-ecc07d686ad5,L-B001D4D25E-07,800.00,2023-08-09,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:22,2024-06-24 08:21:28
06983722-d895-5b35-9be2-d0293a9643d0,L-B001D4D25E-08,800.00,2023-09-29,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:23,2024-06-24 08:18:46
678362e1-826c-5008-8f02-484ebab55a41,L-B001D4D25E-09,1200.00,2023-11-13,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:23,2024-06-24 08:14:59
794bb0c1-2701-5540-8c3e-2c2331bd1b7d,L-B001D4D25E-10,1200.00,2024-01-23,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:24,2024-06-24 08:15:46
39a88e11-2381-5376-9c83-1dc4ebedbc93,L-B001D4D25E-11,1500.00,2024-02-20,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:24,2024-06-24 08:19:29
b20b7895-c7b2-5ee9-a212-cca3ecb33946,L-A009723FC8-01,800.00,2022-07-06,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:24,2024-06-24 08:16:06
fe64f889-8adb-5e59-9e41-9365cf63e689,L-B001EA1ABF-01,800.00,2021-09-08,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:25,2024-06-24 08:17:15
5b2c4546-91dc-5f76-a606-913d9586b934,L-A009D536AD-01,500.00,2022-03-07,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:25,2024-06-27 07:01:49
69566ab6-5886-5715-b27d-584c2e222790,L-B0021B6767-01,500.00,2020-03-02,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:26,2024-06-24 08:17:56
3e6a8c0d-c44b-55be-b7d8-09f9ce7fd88b,L-B0021B6767-02,800.00,2020-07-06,460.0000,0.00,0.00,Closed - Settled in Full,2024-06-19 18:58:27,2024-06-27 07:06:50
94a4f4d7-196f-5f14-a4e8-9d0374219564,L-A0596C2D6B-16,400.00,2024-02-05,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:27,2024-11-15 06:59:13
23920381-8345-595b-833b-6aa0d354a8f2,L-B0027C79D4-01,300.00,2022-06-06,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:28,2024-06-24 08:13:50
f2470163-078c-5216-8d1d-6bb9797e6081,L-B0028FFB0A-06,800.00,2020-06-23,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:29,2024-06-24 08:16:22
f8a4d305-913d-51d7-8d9d-708e6e17d010,L-B0028FFB0A-07,800.00,2021-05-25,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:30,2024-06-24 08:18:54
6040481c-6d8a-55e4-ba78-896284decac5,L-A00A94F049-01,600.00,2020-11-20,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:30,2024-06-27 07:01:35
2c12b1df-1ef3-52ee-a8fd-969076f5e8a2,L-B0028FFB0A-08,800.00,2022-04-26,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:31,2024-06-24 08:18:42
b874cbd7-b860-5d62-b412-3d7abd37321a,L-A00A94F049-02,600.00,2021-01-25,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:31,2024-06-27 07:02:43
ec58e7e7-77e8-54d7-8094-d1b6396d1d4f,L-B002B6DBD7-01,300.00,2022-10-27,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:31,2024-06-27 07:01:39
8763d5c9-70ea-5130-a4ba-7670b1f0a594,L-B002B6DBD7-02,300.00,2023-08-22,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:32,2024-06-27 07:05:19
2f13977a-79a2-5987-ac41-0fb8281c9b17,L-B002B6DBD7-03,400.00,2024-01-23,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:32,2024-11-29 06:49:29
1eaacc9d-f3ba-5d22-9735-ce8207929a41,L-A034F494F6-02,500.00,2023-09-27,490.0000,0.00,153.05,Open - Repaying,2024-06-19 18:58:33,2025-02-24 06:09:14
219bb2d8-5d75-572e-8cab-c0336fbad875,L-B002C1B144-10,800.00,2020-03-30,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:34,2024-06-27 07:08:11
3177cc39-17e9-5b21-a8f3-3436c888ccea,L-B002C1B144-11,1500.00,2023-02-21,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:35,2024-06-24 08:17:42
26468fe9-547c-5f99-8ced-f9824604d0f7,L-B002E23405-01,300.00,2024-02-20,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:35,2024-06-24 08:21:46
6b4fe18d-b63b-52d7-a0e6-8ed038473ad7,L-B003106692-01,400.00,2021-08-26,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:36,2024-06-27 07:01:28
0454b3f6-bd34-522e-85da-530f0acebae4,L-B066D3F802-04,800.00,2023-12-21,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:37,2024-11-15 06:57:32
3a1d5e63-8167-5300-b41e-7c2f7f50a95f,L-B0031E5CEF-02,800.00,2020-03-16,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:37,2024-06-27 07:04:38
d3510806-7bf5-5a29-ada8-2f2f5a14f390,L-B0031E5CEF-03,400.00,2023-10-16,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:38,2024-06-24 08:20:02
c8711ad2-1fba-5b44-a924-1669756074bf,L-A0360A95DF-01,600.00,2024-04-04,490.0000,872.99,600.00,Closed - Charged-Off,2024-06-19 18:58:42,2024-12-02 23:52:26
71b60849-3d65-50ae-9c0f-29589e53a168,L-B067701A59-02,600.00,2024-04-10,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:44,2025-01-30 06:07:57
5d5bf855-4ea5-5df6-adb1-7722f065ebab,L-B004987C82-05,600.00,2021-11-22,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:44,2024-06-24 08:21:57
8b54651f-a9d2-56e5-8ffa-ab417213b058,L-B004987C82-06,300.00,2022-03-01,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:44,2024-06-24 08:18:12
62b2ec3b-6737-59d9-a7a7-7ac81ef77bac,L-A00C793F63-01,300.00,2023-10-04,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:45,2024-11-15 06:59:30
3ee612d8-4452-5ca3-bcdf-869c84d96ae8,L-B004987C82-07,800.00,2022-06-06,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:45,2024-06-24 08:19:57
185f1c12-89db-570e-bd8e-1cbb92651e94,L-B00504695C-01,600.00,2023-12-05,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:46,2024-06-24 08:21:10
eecc270a-cefa-5eb1-a8ba-80605bf77d2d,L-B005531986-01,800.00,2020-07-07,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:47,2024-06-24 08:17:19
02633400-5a69-5f77-aba7-50a4c7d2c90b,L-A00D0E746B-01,600.00,2022-05-12,490.0000,0.00,0.00,Closed - Charged-Off,2024-06-19 18:58:48,2024-10-09 08:00:14
dc913b23-31d2-51f9-a01e-3ac047944711,L-A05D8ECC2E-03,800.00,2024-02-21,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:50,2024-11-15 06:58:17
415138f9-5675-5859-a72a-51c24cd026a7,L-A05DA5EB8D-02,300.00,2024-02-07,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:52,2024-12-21 07:05:31
a5a7bb2a-8bb2-5df4-b78c-7859f8010fe8,L-B006A13109-01,800.00,2023-08-28,490.0000,0.02,0.00,Paid Off - Paid In Full,2024-06-19 18:58:53,2024-07-05 13:58:52
548656c4-5b61-553f-8b87-f71e613131f0,L-A00E3F933F-01,800.00,2023-10-04,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:54,2024-11-15 07:06:41
ca4eec78-b6ee-5104-978c-9dc97e8daea8,L-A05E0060D3-04,500.00,2024-01-16,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:55,2024-11-15 07:01:44
b6e8c263-a422-593a-b3e5-24fd6eff295b,L-B0070B66EA-07,300.00,2020-03-24,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:56,2024-06-27 07:02:36
41afff07-40ea-5048-b49e-1e38cc0b86e7,L-B0070B66EA-08,300.00,2020-06-01,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:56,2024-06-27 07:02:45
f42c5c68-1151-5ee2-884a-eafefdfc5820,L-B0070B66EA-09,600.00,2020-11-16,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:57,2024-06-24 08:18:18
a4b64341-e103-5c0f-b4a5-cea50fe58caa,L-B0070B66EA-10,500.00,2021-01-06,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:57,2024-06-24 08:17:18
13df298f-d44a-5adf-b047-e3a833444abc,L-B0070B66EA-11,1000.00,2021-04-21,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:58,2024-06-24 08:19:46
70b868e2-1b75-54db-8046-0ee9a058b4a8,L-B0070B66EA-12,500.00,2021-07-21,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:58,2024-06-27 07:04:13
32e45158-5d90-51a0-a7c4-5bb6f98517cf,L-A05EB8B43C-01,600.00,2024-02-20,490.0000,203.28,244.22,Closed - Charged-Off,2024-06-19 18:58:59,2025-01-04 19:34:59
6372953e-4886-51a0-9a90-984b56ba0f95,L-B0070B66EA-13,800.00,2021-11-01,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:59,2024-06-24 08:15:18
eec9b26c-8f22-5919-b351-51de443b4e5d,L-A00F9C7D71-01,800.00,2023-06-06,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:59,2024-07-05 21:24:53
4f76748a-8b96-5ed0-bc38-7f5052595158,L-B0070B66EA-14,1000.00,2022-05-02,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:58:59,2024-06-27 07:05:54
87c0a506-ba9a-5f52-b021-466c459166a4,L-B0070B66EA-15,400.00,2022-11-04,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:00,2024-06-24 08:18:42
a00afb61-bb23-5146-bb94-a660c583f0f4,L-B0070B66EA-16,800.00,2023-07-27,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:00,2024-06-24 08:18:51
d1e1e3d8-822b-5682-aafb-d0fd78ccbde0,L-B0070B66EA-17,800.00,2024-04-18,99.0000,6.51,114.26,Open - Repaying,2024-06-19 18:59:01,2025-02-24 06:10:21
05784670-dc1d-5606-ba3e-3df6ca054fc4,L-A00FC2309D-03,300.00,2022-05-25,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:02,2024-07-05 21:15:56
addd3389-2526-5290-ace9-987ca201a5ef,L-B00753BF6A-01,600.00,2022-08-02,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:03,2024-06-24 08:19:53
473b0cd7-adcc-5ad2-8dd6-24bcb2fa71c2,L-A0388954B3-04,500.00,2024-04-01,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:03,2025-01-31 06:09:24
474ea884-1b4a-5774-b5c9-aad3de901849,L-B007600D9E-01,800.00,2023-08-10,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:03,2024-06-24 08:16:56
2f6af227-6ded-563f-976a-5ce825f61063,L-B007600D9E-02,800.00,2023-12-13,460.0000,796.06,598.53,Closed - Charged-Off,2024-06-19 18:59:04,2024-11-18 20:32:42
4bb6ab02-e935-5995-8218-1295aed2e6e4,L-B0078B78C4-01,500.00,2023-07-12,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:05,2024-06-27 07:01:53
4baec75e-c1b1-5ba4-ac82-e7b89ae32e5f,L-A05FDDCAA0-01,800.00,2023-07-24,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:06,2024-12-21 06:56:12
09f81f3e-c94c-5d64-a726-1794f04c9d4f,L-A0112014D0-01,800.00,2022-11-28,490.0000,0.00,0.00,Closed - Settled in Full,2024-06-19 18:59:06,2024-07-05 21:15:33
88180dab-df38-594f-98ad-526b4ed79819,L-B007EAA451-01,300.00,2022-03-28,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:07,2024-06-24 08:19:31
44e653e0-3363-52e2-b5d3-8edbf725515b,L-B007FDF31B-02,600.00,2022-11-23,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:08,2024-06-24 08:20:48
41220060-4e1d-5763-b75b-f3e4f405646a,L-A011CAF0B4-01,800.00,2024-02-20,490.0000,960.44,687.93,Closed - Charged-Off,2024-06-19 18:59:09,2024-12-08 19:58:44
7ae465df-83b2-53cc-9b13-0617b36ed9af,L-B008D75530-01,300.00,2022-03-10,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:11,2024-06-24 08:17:51
8e1da7f6-6422-5e7d-88b1-e89f42d7970a,L-B008DFEBCF-01,800.00,2024-01-09,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:12,2024-11-15 06:58:50
17f29d9c-b79f-525c-a8d5-d8e7b2b41039,L-B008E0A073-01,400.00,2022-09-06,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:12,2024-06-24 08:18:27
403c9631-8c4f-5d5e-abe3-c107e52274c6,L-B06AC7C7F0-01,800.00,2024-04-15,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:12,2025-02-12 06:08:07
d5a74150-0aca-536f-8484-78567b33f7d9,L-B008E0A073-02,500.00,2022-11-30,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:13,2024-06-24 08:19:43
b5f86c8a-067a-5558-9a4c-e15554c8faa7,L-B009187F5D-01,800.00,2023-03-21,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:14,2024-06-24 08:22:02
ff7e9491-a6c9-55a4-8194-68be62e17390,L-A0132F459E-02,300.00,2023-09-27,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:15,2024-11-15 06:59:27
74b51bd2-a1e7-5995-8a25-4245a6145088,L-A03B596BD1-01,800.00,2023-11-02,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:15,2024-12-13 06:48:01
a99129e1-3e2b-52f7-9071-fcfbe478790d,L-A0616B4F75-02,300.00,2023-12-19,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:19,2024-11-15 06:59:53
4999bac2-edc2-53aa-ba4e-31c57d53c76e,L-A03C3A03D6-02,800.00,2023-10-13,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:21,2024-11-15 06:59:19
3062b251-a719-56f3-a4dc-c4bd5f888c82,L-B00A7DEA42-02,500.00,2020-06-29,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:23,2024-06-27 07:02:24
8b1d26ca-a2bf-5e22-aaa6-64d21b3f829c,L-B00A7DEA42-03,800.00,2021-11-09,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:23,2024-06-24 08:18:17
d38b99d2-a746-51d6-8c27-46ebb1fcab5f,L-B00A7DEA42-04,400.00,2021-11-22,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:24,2024-06-24 08:18:41
46d30cf2-bb05-5a29-a5e6-1086c4e69b96,L-B00A7DEA42-05,800.00,2022-03-02,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:24,2024-06-24 08:20:29
d038bf15-d9c3-5518-a3fa-cc71307172b0,L-B00A7DEA42-06,800.00,2022-04-18,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:25,2024-06-24 08:24:23
3d672cc6-241e-5952-9454-39e99f7e1649,L-B00A8F4D5B-01,600.00,2022-11-21,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:26,2024-11-15 07:04:17
8128f3b7-aa1a-5da9-9381-be03c7f2673c,L-A062E1482C-01,400.00,2024-02-13,490.0000,379.67,271.94,Closed - Charged-Off,2024-06-19 18:59:26,2025-01-05 19:50:04
0c02ad62-281f-5feb-94e2-edd4c5530826,L-B00A8F4D5B-02,800.00,2022-12-12,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:27,2024-06-24 08:19:49
43960eb8-c051-51d8-b714-3421fe6b0e8a,L-B00A8F4D5B-03,600.00,2023-03-10,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:27,2024-06-24 08:16:14
769a7362-871e-5ca2-b8c8-23e20626e28c,L-A063BA1D3E-01,800.00,2023-12-19,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:28,2024-11-15 06:59:59
6da3d129-2fcd-5971-b4a7-ec376455272b,L-A0161109B2-09,800.00,2021-09-20,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:32,2024-06-24 08:21:33
e17a78c8-4ea2-528c-9eee-7e7fd0aaae8a,L-B00BE3F249-01,300.00,2023-12-20,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:38,2024-11-15 07:03:23
e2ceadd5-ea02-5747-8bab-25f9785aeee5,L-B06E9BFE34-01,500.00,2023-11-09,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:44,2024-11-15 07:05:59
f1ad3bf2-c67c-592d-958f-97bec24a6ebc,L-A03F9D8734-02,300.00,2023-12-06,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:44,2024-11-15 06:59:06
c22b32f1-cf9d-59d1-8b0b-c186985a08bb,L-B00C5CB44B-08,800.00,2021-11-22,460.0000,0.00,0.00,Closed - Settled in Full,2024-06-19 18:59:44,2024-06-24 08:19:40
d2fbcf1a-1691-58b1-8c7c-31260b1a0eef,L-B00CC0E386-03,800.00,2021-07-07,460.0000,0.00,0.00,Closed - Settled in Full,2024-06-19 18:59:47,2024-06-24 08:18:30
6c9edc8a-f90a-5d63-8ea3-2f4c926748a9,L-A01878B503-01,800.00,2024-01-22,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:49,2024-11-15 06:59:29
cbb530cc-feaa-5767-94f1-811f2589fc16,L-B06F39F57A-02,800.00,2023-10-03,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:50,2024-11-15 07:01:23
8df40be5-8fbc-55ec-a87f-bcc977d179bf,L-A03FDFEF1A-04,600.00,2023-12-18,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:50,2025-01-06 06:46:27
91374bc0-a778-5179-b2be-57287373ba47,L-B06FB198B5-01,800.00,2023-10-04,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 18:59:51,2024-11-15 06:59:42
76b34faf-6506-5690-93d1-78d9b26bbca5,L-B00FD45CE5-01,800.00,2022-07-12,490.0000,317.33,0.00,Closed - Settled in Full,2024-06-19 19:00:05,2024-06-24 08:16:43
ab619455-c474-5b5c-9a25-ca76bf05a931,L-A01B35ABB5-01,800.00,2023-05-25,490.0000,0.00,0.00,Closed - Settled in Full,2024-06-19 19:00:07,2024-06-27 07:03:09
e2b23fc2-a9b1-5c1b-aad0-f8bbd6cf5e1b,L-B01017E4C9-04,1200.00,2023-08-17,408.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 19:00:08,2024-06-27 07:03:33
51e97f1a-5332-5904-bb1b-5f5eb1112e40,L-A01B522080-01,400.00,2024-01-04,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 19:00:09,2025-01-24 06:49:26
df240b9b-f9f4-588d-99c5-324420eaf67b,L-A01CA21353-01,300.00,2023-02-06,490.0000,0.00,0.00,Closed - Settled in Full,2024-06-19 19:00:25,2024-06-24 08:21:19
3a406e62-89dd-535a-82fc-43caccc38991,L-B073B342B1-02,800.00,2024-02-14,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 19:00:29,2024-11-15 07:00:36
7fa25b0c-f0de-5367-b708-137de11fe8e7,L-A01D9DDA1F-01,700.00,2023-12-15,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 19:00:29,2024-11-15 07:00:44
5fa3674c-a679-504b-8824-66d85bd37950,L-A0431D53A6-03,800.00,2024-04-15,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 19:00:30,2025-01-13 06:42:17
4017d3ca-3708-537c-849b-9b31bc938e3c,L-A01E148781-01,800.00,2023-10-03,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 19:00:43,2024-12-24 06:51:37
75edf548-e140-5708-b1db-14bdc6125210,L-A01E3A56CF-02,300.00,2024-02-12,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 19:00:44,2025-02-06 06:09:06
aae5ed5d-6985-5cb9-8284-c765e2cb524a,L-A04460D528-03,700.00,2023-09-29,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 19:00:48,2024-11-15 07:00:22
