id,idLoan,txtTranType,amtPrin,amtInt,dtPost,dtEffect,dtReverse,created_at,updated_at
52236522,C000113790-13,pay,-54.11,-6.39,2022-01-07,2022-01-07,,2022-01-07,2022-01-07
73096647,10183D9AC0-30,pay,-72.97,-36.20,2024-06-17,2024-06-17,,2024-06-17,2024-06-17
47827093,3008CC0B4C-02,pay,-13.59,-118.44,2021-05-21,2021-05-21,,2021-05-21,2021-05-21
47446383,3008CC0B4C-02,pay,-9.82,-122.21,2021-04-23,2021-04-23,,2021-04-23,2021-04-23
71148595,80077BBB22-16,pay,-100.61,-45.44,2024-04-05,2024-04-05,,2024-04-05,2024-04-05
68221079,90032FE250-02,pay,-46.78,-90.74,2023-12-28,2023-12-28,,2023-12-28,2023-12-28
72970785,20146EDD66-03,pay,-15.14,-91.17,2024-06-12,2024-06-12,,2024-06-12,2024-06-12
63554772,2003BD5E84-02,pay,0.00,-252.01,2023-07-03,2023-07-03,,2023-07-03,2023-07-03
64486365,900195E614-01,pay,-5.28,-111.82,2023-08-11,2023-08-11,,2023-08-11,2023-08-11
43696329,500B02C18E-03,pay,-48.21,-91.50,2020-08-28,2020-08-28,,2020-08-28,2020-08-28
68479274,2018496F04-09,pay,-5.09,-46.64,2024-01-05,2024-01-05,,2024-01-05,2024-01-05
40080228,800787AA6F-02,pay,0.00,-208.49,2019-11-29,2019-11-29,,2019-11-29,2019-11-29
48733663,500A936C72-02,pay,-789.92,-359.72,2021-07-21,2021-07-21,,2021-07-20,2021-07-20
40346335,800787AA6F-02,pay,-64.10,-144.39,2019-12-13,2019-12-13,,2019-12-13,2019-12-13
62847638,F00C247ED9-01,pay,0.00,-97.58,2023-05-31,2023-05-31,,2023-05-31,2023-05-31
42333279,A03E1322DB-01,pay,0.00,-145.78,2020-04-23,2020-04-23,,2020-04-23,2020-04-23
40434640,A03E1322DB-01,pay,0.00,-145.78,2019-12-19,2019-12-19,,2019-12-19,2019-12-19
73219711,1042912450-01,pay,0.00,-58.06,2024-06-21,2024-06-21,,2024-06-21,2024-06-21
44746637,400AC0345B-01,pay,-220.23,0.00,2020-11-10,2020-11-06,,2020-11-10,2020-11-10
70997871,005065E98D-03,pay,-1.25,-161.31,2024-04-01,2024-04-01,,2024-04-01,2024-04-01
42525488,60832BA1E2-01,pay,-26.96,-130.51,2020-05-08,2020-05-08,,2020-05-08,2020-05-08
58050744,0003877C25-02,pay,-50.00,0.00,2022-10-26,2022-10-24,,2022-10-26,2022-10-26
61294907,0003877C25-02,pay,-224.82,-106.68,2023-03-14,2023-03-10,,2023-03-14,2023-03-14
72639497,307E183FC4-03,pay,0.00,-94.31,2024-05-31,2024-05-31,,2024-05-31,2024-05-31
35923651,F0072D54D8-03,pay,-18.26,-136.81,2019-04-29,2019-04-29,,2019-04-29,2019-04-29
46205238,F0072D54D8-03,pay,-94.75,0.00,2021-02-01,2021-01-30,,2021-02-01,2021-02-01
54491603,F0072D54D8-03,pay,0.00,-47.87,2022-05-09,2022-05-06,,2022-05-09,2022-05-09
73207787,002FCD0D49-02,pay,0.00,-50.00,2024-06-21,2024-06-21,,2024-06-20,2024-06-20
52820145,F0072D54D8-03,pay,0.00,-47.90,2022-02-04,2022-02-01,,2022-02-04,2022-02-04
71107797,E057721548-02,pay,-26.85,-109.43,2024-04-04,2024-04-04,,2024-04-04,2024-04-04
42939967,4034997883-01,pay,-19.54,-134.97,2020-06-18,2020-06-18,,2020-06-18,2020-06-18
61875120,F0023B794A-01,pay,-9.47,-98.56,2023-04-12,2023-04-12,,2023-04-12,2023-04-12
63969195,3000FA5DC7-03,pay,-48.93,-70.58,2023-07-21,2023-07-21,,2023-07-21,2023-07-21
66509257,3000FA5DC7-03,pay,-12.29,-107.22,2023-10-27,2023-10-27,,2023-10-27,2023-10-27
44166403,500737B7EA-01,pay,-109.15,-73.82,2020-10-02,2020-10-02,,2020-10-02,2020-10-02
43304970,402198E033-05,pay,0.00,-150.89,2020-07-24,2020-07-24,,2020-07-24,2020-07-24
43618408,402198E033-05,pay,0.00,-150.89,2020-08-21,2020-08-21,,2020-08-21,2020-08-21
45556469,402198E033-05,pay,-394.52,0.00,2021-01-08,2021-01-08,,2020-12-28,2020-12-28
72086580,205D1BB2BC-03,pay,0.00,-93.13,2024-05-10,2024-05-10,,2024-05-10,2024-05-10
42593348,402198E033-05,pay,0.00,-150.89,2020-05-15,2020-05-15,,2020-05-15,2020-05-15
68072531,5026E36BA1-01,pay,0.00,-143.87,2023-12-22,2023-12-22,,2023-12-22,2023-12-22
61367256,B008E0A073-02,pay,-8.91,-77.44,2023-03-17,2023-03-17,,2023-03-17,2023-03-17
67679686,5026E36BA1-01,pay,0.00,-143.87,2023-12-08,2023-12-08,,2023-12-08,2023-12-08
70146869,701FEEB71B-21,pay,-118.64,-24.41,2024-03-01,2024-03-01,,2024-03-01,2024-03-01
71815893,109B84CFD1-05,pay,-19.01,-185.91,2024-05-01,2024-05-01,,2024-05-01,2024-05-01
73476813,109B84CFD1-05,pay,-41.04,-163.88,2024-07-01,2024-07-01,,2024-07-01,2024-07-01
46529033,D002E9594D-01,pay,-146.88,-31.21,2021-02-22,2021-02-22,,2021-02-22,2021-02-22
73219739,1085A9C6E1-09,pay,-15.59,-77.35,2024-06-21,2024-06-21,,2024-06-21,2024-06-21
66722768,703677D015-04,pay,0.00,-153.29,2023-11-03,2023-11-03,,2023-11-03,2023-11-03
67475439,703677D015-04,pay,0.00,-153.29,2023-12-01,2023-12-01,,2023-12-01,2023-12-01
47366721,C0041D4F32-02,pay,-5.42,-134.29,2021-04-16,2021-04-16,,2021-04-16,2021-04-16
72285854,703677D015-04,pay,-49.21,-104.08,2024-05-17,2024-05-17,,2024-05-17,2024-05-17
48671716,C001F7623A-09,pay,-12.37,-128.91,2021-07-16,2021-07-16,,2021-07-16,2021-07-16
73236374,9042EB0CF3-02,pay,-7.82,-115.80,2024-06-21,2024-06-21,,2024-06-21,2024-06-21
48442150,C001F7623A-09,pay,-10.52,-130.76,2021-07-02,2021-07-02,,2021-07-02,2021-07-02
42418977,B0070B66EA-07,pay,-240.07,-93.79,2020-05-04,2020-05-04,,2020-04-30,2020-04-30
71897187,1090FD1072-03,pay,-11.14,-138.69,2024-05-03,2024-05-03,,2024-05-03,2024-05-03
67271862,C055F5E820-02,pay,-6.01,-134.95,2023-11-24,2023-11-24,,2023-11-24,2023-11-24
41755145,2001524F47-02,pay,-37.13,-107.35,2020-03-11,2020-03-11,,2020-03-11,2020-03-11
41321569,2001524F47-02,pay,-20.86,-123.62,2020-02-12,2020-02-12,,2020-02-12,2020-02-12
39453103,D0064E72C0-12,pay,-25.58,-30.38,2019-10-18,2019-10-18,,2019-10-18,2019-10-18
42588382,D0064E72C0-12,pay,-102.87,-9.05,2020-05-15,2020-05-15,,2020-05-14,2020-05-14
38493012,A007EF87FF-02,pay,-39.62,-89.88,2019-08-26,2019-08-26,,2019-08-26,2019-08-26
66866303,8007D0091F-01,pay,-42.34,-98.34,2023-11-09,2023-11-09,,2023-11-09,2023-11-09
35398577,2010479DA1-01,pay,-3.86,-68.16,2019-03-15,2019-03-15,,2019-03-15,2019-03-15
71133803,109D222317-02,pay,-37.81,-181.86,2024-04-05,2024-04-05,,2024-04-05,2024-04-05
38321548,C001F7623A-07,pay,-46.85,-77.34,2019-08-16,2019-08-16,,2019-08-16,2019-08-16
69923115,109D222317-02,pay,-23.67,-196.00,2024-02-23,2024-02-23,,2024-02-23,2024-02-23
69515224,109D222317-02,pay,-20.67,-199.00,2024-02-09,2024-02-09,,2024-02-09,2024-02-09
52118724,9001C14C24-01,pay,-155.77,-19.83,2022-01-03,2022-01-03,,2022-01-03,2022-01-03
51685299,9001C14C24-01,pay,-167.71,-92.89,2021-12-13,2021-12-13,,2021-12-10,2021-12-10
40338483,200194E9B9-05,pay,-8.92,-50.58,2019-12-13,2019-12-13,,2019-12-13,2019-12-13
70087232,4065C7719C-01,pay,-15.71,-83.97,2024-02-29,2024-02-29,,2024-02-29,2024-02-29
73178524,E053787918-01,pay,-0.71,-83.40,2024-06-20,2024-06-20,,2024-06-20,2024-06-20
71973829,E053787918-01,pay,0.00,-84.11,2024-05-06,2024-05-06,,2024-05-06,2024-05-06
70016393,800A6A597C-06,pay,-363.66,0.00,2024-02-26,2024-02-22,,2024-02-26,2024-02-26
51542676,501D04C1A8-03,pay,0.00,-30.00,2021-12-08,2021-12-08,,2021-12-03,2021-12-03
43935206,400553AE5D-03,pay,-90.31,-123.71,2020-09-16,2020-09-16,,2020-09-16,2020-09-16
70005136,2002CE58A9-01,pay,0.00,-89.01,2024-02-26,2024-02-26,,2024-02-26,2024-02-26
66394994,2002CE58A9-01,pay,0.00,-89.01,2023-10-23,2023-10-23,,2023-10-23,2023-10-23
54984404,0007297A2C-09,pay,0.00,-271.50,2022-06-06,2022-06-06,,2022-06-06,2022-06-06
60175343,0007297A2C-09,pay,-335.90,-211.66,2023-01-24,2023-01-24,,2023-01-20,2023-01-20
40782210,D021A4E810-02,pay,0.00,-144.64,2020-01-09,2020-01-09,,2020-01-09,2020-01-09
68224759,E0604986FD-02,pay,0.00,-98.62,2023-12-28,2023-12-28,,2023-12-28,2023-12-28
55767227,D007736E6A-03,pay,-79.21,-78.27,2022-07-15,2022-07-15,,2022-07-15,2022-07-15
71914191,901801F397-01,pay,-5.53,-140.25,2024-05-03,2024-05-03,,2024-05-03,2024-05-03
41965030,60490B2DB9-01,pay,-348.80,-290.60,2020-03-31,2020-03-31,,2020-03-25,2020-03-25
56680762,D007736E6A-03,pay,-99.87,-57.61,2022-08-26,2022-08-26,,2022-08-26,2022-08-26
71521957,901801F397-01,pay,-4.66,-141.12,2024-04-19,2024-04-19,,2024-04-19,2024-04-19
44579574,F00C8D377C-02,pay,-5.52,-79.91,2020-10-30,2020-10-30,,2020-10-30,2020-10-30
45792387,F00C8D377C-02,pay,-17.25,-68.18,2021-01-08,2021-01-08,,2021-01-08,2021-01-08
48545121,601B22EB9A-01,pay,-8.77,-121.54,2021-07-09,2021-07-09,,2021-07-09,2021-07-09
65580434,B009187F5D-01,pay,-33.68,-124.98,2023-09-22,2023-09-22,,2023-09-22,2023-09-22
68072568,5054829655-02,pay,0.00,-153.09,2023-12-22,2023-12-22,,2023-12-22,2023-12-22
68491958,70118F77ED-05,pay,-38.13,-100.82,2024-01-05,2024-01-05,,2024-01-05,2024-01-05
53134351,500AEC2A52-02,pay,-141.76,-54.43,2022-02-24,2022-02-24,,2022-02-24,2022-02-24
69729170,70118F77ED-05,pay,-6.27,-132.68,2024-02-16,2024-02-16,,2024-02-16,2024-02-16
72092818,5054829655-02,pay,-35.50,-117.59,2024-05-10,2024-05-10,,2024-05-10,2024-05-10
46925197,F00323E519-03,pay,0.00,-354.31,2021-03-18,2021-03-16,,2021-03-18,2021-03-18
72524389,1038CE0E27-09,pay,-95.74,-178.26,2024-05-28,2024-05-28,,2024-05-28,2024-05-28
68512115,F0052E3D37-01,pay,-70.33,-13.22,2024-01-05,2024-01-05,,2024-01-05,2024-01-05
70383050,F059338F25-01,pay,-20.07,-53.70,2024-03-08,2024-03-08,,2024-03-08,2024-03-08
72344741,F01A6D0EBD-01,pay,-28.41,-37.33,2024-05-20,2024-05-20,,2024-05-20,2024-05-20
72606849,D0043BE1A6-04,pay,0.00,-161.89,2024-05-30,2024-05-30,,2024-05-30,2024-05-30
42471151,304048D5F6-02,pay,0.00,-290.26,2020-05-04,2020-05-04,,2020-05-04,2020-05-04
43403309,304048D5F6-02,pay,0.00,-290.26,2020-08-03,2020-08-03,,2020-08-03,2020-08-03
54028737,10009DD826-01,pay,-47.38,-132.54,2022-04-14,2022-04-14,,2022-04-14,2022-04-14
71442203,207BAD9692-03,pay,0.00,-150.56,2024-04-26,2024-04-26,,2024-04-16,2024-04-16
66321868,207BAD9692-03,pay,0.00,-150.56,2023-10-20,2023-10-20,,2023-10-20,2023-10-20
52350059,10009DD826-01,pay,0.00,-179.92,2022-01-14,2022-01-14,,2022-01-14,2022-01-14
71871068,D0892EEA0F-01,pay,-9.09,-51.27,2024-05-02,2024-05-02,,2024-05-02,2024-05-02
73385629,D0892EEA0F-01,pay,-18.10,-42.26,2024-06-27,2024-06-27,,2024-06-27,2024-06-27
72184973,201C8AA6F0-08,pay,-11.30,-140.58,2024-05-14,2024-05-14,,2024-05-14,2024-05-14
71471984,103F17AA35-01,pay,0.00,-101.41,2024-04-18,2024-04-18,,2024-04-18,2024-04-18
71711773,C029AC886C-01,pay,-42.42,-118.14,2024-04-26,2024-04-26,,2024-04-26,2024-04-26
40869248,E000A9F6CC-01,pay,-11.63,-65.65,2020-01-15,2020-01-15,,2020-01-15,2020-01-15
70940300,A01878B503-01,pay,-7.94,-140.15,2024-03-29,2024-03-29,,2024-03-29,2024-03-29
72817999,A0514EE28C-01,pay,-67.62,-114.45,2024-06-06,2024-06-06,,2024-06-06,2024-06-06
47829274,5004904F5D-01,pay,0.00,-133.13,2021-05-21,2021-05-21,,2021-05-21,2021-05-21
65018391,900038741A-01,pay,-5.81,-85.31,2023-09-01,2023-09-01,,2023-09-01,2023-09-01
70152931,900038741A-01,pay,-62.68,-28.44,2024-03-01,2024-03-01,,2024-03-01,2024-03-01
56522795,B011DA1BC8-04,pay,0.00,-139.91,2022-08-19,2022-08-19,,2022-08-19,2022-08-19
59101970,B011DA1BC8-04,pay,0.00,-146.06,2022-12-08,2022-12-07,,2022-12-08,2022-12-08
69711944,10183D9AC0-30,pay,-51.26,-57.91,2024-02-16,2024-02-16,,2024-02-16,2024-02-16
52829017,800A6A597C-05,pay,0.00,-217.88,2022-02-07,2022-02-07,,2022-02-07,2022-02-07
48422499,3008CC0B4C-02,pay,0.00,-20.00,2021-07-01,2021-06-30,,2021-07-01,2021-07-01
69627740,A01E148781-01,pay,-17.05,-125.03,2024-02-13,2024-02-13,,2024-02-13,2024-02-13
71912097,80077BBB22-16,pay,-108.40,-37.65,2024-05-03,2024-05-03,,2024-05-03,2024-05-03
69939823,80077BBB22-16,pay,-109.43,-36.62,2024-02-23,2024-02-23,,2024-02-23,2024-02-23
72875201,E019C97D67-01,pay,-11.46,-116.10,2024-06-07,2024-06-07,,2024-06-07,2024-06-07
62578028,7000B0F162-03,pay,-15.82,-137.91,2023-05-17,2023-05-17,,2023-05-17,2023-05-17
64761612,7000B0F162-03,pay,-25.59,-128.14,2023-08-30,2023-08-30,,2023-08-22,2023-08-22
62299356,7000B0F162-03,pay,-13.44,-140.29,2023-05-03,2023-05-03,,2023-05-03,2023-05-03
55725847,70014243EC-02,pay,0.00,-126.42,2022-07-14,2022-07-14,,2022-07-14,2022-07-14
72641374,4037194729-01,pay,0.00,-157.16,2024-05-31,2024-05-31,,2024-05-31,2024-05-31
62862528,2003BD5E84-02,pay,0.00,-252.01,2023-06-01,2023-06-01,,2023-06-01,2023-06-01
69249296,2003BD5E84-02,pay,-132.31,-119.70,2024-02-01,2024-02-01,,2024-02-01,2024-02-01
65816039,2003BD5E84-02,pay,-32.62,-219.39,2023-10-02,2023-10-02,,2023-10-02,2023-10-02
41986454,500B02C18E-03,pay,-8.07,-131.64,2020-03-27,2020-03-27,,2020-03-27,2020-03-27
43375199,500B02C18E-03,pay,-34.83,-104.88,2020-07-31,2020-07-31,,2020-07-31,2020-07-31
65736016,2018496F04-09,pay,-17.70,-34.03,2023-09-29,2023-09-29,,2023-09-29,2023-09-29
66506808,2018496F04-09,pay,-2.26,-49.47,2023-10-27,2023-10-27,,2023-10-27,2023-10-27
41695077,800787AA6F-02,pay,-177.16,-29.03,2020-03-06,2020-03-06,,2020-03-06,2020-03-06
67026002,F00C247ED9-01,pay,-20.72,-76.86,2023-11-15,2023-11-15,,2023-11-15,2023-11-15
44250340,A03E1322DB-01,pay,-145.78,0.00,2020-10-08,2020-10-08,,2020-10-08,2020-10-08
42512470,A03E1322DB-01,pay,0.00,-145.78,2020-05-07,2020-05-07,,2020-05-07,2020-05-07
46840633,C005C4536D-05,pay,-16.67,-54.02,2021-03-12,2021-03-12,,2021-03-12,2021-03-12
63197485,400AB68204-03,pay,-7.60,-133.68,2023-06-16,2023-06-16,,2023-06-16,2023-06-16
71814688,005065E98D-03,pay,-11.80,-150.76,2024-05-01,2024-05-01,,2024-05-01,2024-05-01
41786036,60832BA1E2-01,pay,-22.29,-135.18,2020-03-13,2020-03-13,,2020-03-13,2020-03-13
41987567,60832BA1E2-01,pay,-16.08,-141.39,2020-03-27,2020-03-27,,2020-03-27,2020-03-27
41559624,60832BA1E2-01,pay,-10.01,-147.46,2020-02-28,2020-02-28,,2020-02-28,2020-02-28
41118645,60832BA1E2-01,pay,-6.98,-150.49,2020-01-31,2020-01-31,,2020-01-31,2020-01-31
44873513,F0072D54D8-03,pay,-142.12,0.00,2020-11-18,2020-11-14,,2020-11-18,2020-11-18
68224755,E057721548-02,pay,-8.05,-128.23,2023-12-28,2023-12-28,,2023-12-28,2023-12-28
72450477,002FCD0D49-02,pay,0.00,-50.00,2024-05-24,2024-05-24,,2024-05-23,2024-05-23
38130689,F0072D54D8-03,pay,0.00,-155.07,2019-08-05,2019-08-05,,2019-08-05,2019-08-05
71311245,002FCD0D49-02,pay,0.00,-159.76,2024-04-12,2024-04-12,,2024-04-12,2024-04-12
71482124,E057721548-02,pay,-31.59,-104.69,2024-04-18,2024-04-18,,2024-04-18,2024-04-18
65374713,3000FA5DC7-03,pay,-7.55,-111.96,2023-09-15,2023-09-15,,2023-09-15,2023-09-15
41968717,4034997883-01,pay,-6.95,-147.56,2020-03-26,2020-03-26,,2020-03-26,2020-03-26
42806747,4034997883-01,pay,-16.45,-138.06,2020-06-04,2020-06-04,,2020-06-04,2020-06-04
61010988,F0023B794A-01,pay,-5.80,-102.23,2023-03-01,2023-03-01,,2023-03-01,2023-03-01
59730625,F0023B794A-01,pay,-43.59,-64.44,2023-01-04,2023-01-04,,2023-01-04,2023-01-04
50918708,400033B753-01,pay,0.00,-97.65,2021-11-05,2021-11-05,,2021-11-05,2021-11-05
38125236,3009141A8E-04,pay,-11.13,-215.83,2019-08-05,2019-08-05,,2019-08-05,2019-08-05
68479316,205D1BB2BC-03,pay,0.00,-93.13,2024-01-05,2024-01-05,,2024-01-05,2024-01-05
72856322,5026E36BA1-01,pay,0.00,-143.87,2024-06-07,2024-06-07,,2024-06-07,2024-06-07
57913501,A005AA54DB-03,pay,-3.36,-82.99,2022-10-20,2022-10-20,,2022-10-20,2022-10-20
71313478,1085A9C6E1-09,pay,-6.92,-86.02,2024-04-12,2024-04-12,,2024-04-12,2024-04-12
48553063,C0041D4F32-02,pay,-14.37,-125.34,2021-07-09,2021-07-09,,2021-07-09,2021-07-09
71910037,703677D015-04,pay,-41.83,-111.46,2024-05-03,2024-05-03,,2024-05-03,2024-05-03
50932675,C001F7623A-09,pay,-45.39,-95.89,2021-11-05,2021-11-05,,2021-11-05,2021-11-05
73347750,2001524F47-08,pay,-113.83,-95.71,2024-06-26,2024-06-26,,2024-06-26,2024-06-26
47652789,C001F7623A-09,pay,-5.49,-135.79,2021-05-07,2021-05-07,,2021-05-07,2021-05-07
47836781,C001F7623A-09,pay,-6.46,-134.82,2021-05-21,2021-05-21,,2021-05-21,2021-05-21
69923106,1090FD1072-03,pay,0.00,-149.83,2024-02-23,2024-02-23,,2024-02-23,2024-02-23
41951075,2001524F47-02,pay,-35.42,-109.06,2020-03-25,2020-03-25,,2020-03-25,2020-03-25
50023163,300A35CB00-03,pay,-49.56,-167.38,2021-09-24,2021-09-24,,2021-09-24,2021-09-24
52155095,1000F86155-09,pay,-228.15,-83.38,2022-01-04,2022-01-04,,2022-01-04,2022-01-04
48994313,1000F86155-09,pay,-56.29,-255.43,2021-08-04,2021-08-04,,2021-08-04,2021-08-04
42102060,D0064E72C0-12,pay,-40.06,-15.90,2020-04-03,2020-04-03,,2020-04-03,2020-04-03
67091232,3051FCE3B9-14,pay,-49.67,-55.14,2023-11-17,2023-11-17,,2023-11-17,2023-11-17
65650493,F00CE2461E-02,pay,0.00,-197.00,2023-10-18,2023-10-18,,2023-09-25,2023-09-25
66813533,F00CE2461E-02,pay,0.00,-100.00,2023-11-15,2023-11-15,,2023-11-06,2023-11-06
71502619,F00CE2461E-02,pay,0.00,-1182.00,2024-04-18,2024-04-18,,2024-04-18,2024-04-18
72340519,3024935675-02,pay,0.00,-297.57,2024-05-20,2024-05-20,,2024-05-20,2024-05-20
36428937,2010479DA1-01,pay,-10.85,-61.17,2019-06-07,2019-06-07,,2019-06-07,2019-06-07
69923055,102B933588-02,pay,-3.21,-83.55,2024-02-23,2024-02-23,,2024-02-23,2024-02-23
38070314,2010479DA1-01,pay,-21.61,-50.41,2019-08-02,2019-08-02,,2019-08-02,2019-08-02
38306350,2010479DA1-01,pay,-25.67,-46.35,2019-08-16,2019-08-16,,2019-08-16,2019-08-16
70505644,8007D0091F-01,pay,-91.21,-15.92,2024-03-14,2024-03-14,,2024-03-14,2024-03-14
69391736,408542B51E-02,pay,0.00,-294.13,2024-02-05,2024-02-05,,2024-02-05,2024-02-05
72344396,E053787918-01,pay,-3.24,-80.87,2024-05-20,2024-05-20,,2024-05-20,2024-05-20
40556360,200194E9B9-05,pay,-10.60,-48.90,2019-12-27,2019-12-27,,2019-12-27,2019-12-27
42086492,200194E9B9-05,pay,-44.98,-27.55,2020-04-03,2020-04-03,,2020-04-03,2020-04-03
72451481,008AAA47B3-01,pay,-20.45,-75.75,2024-05-24,2024-05-24,,2024-05-24,2024-05-24
72419423,405E470746-03,pay,-29.77,-166.18,2024-05-23,2024-05-23,,2024-05-23,2024-05-23
36164522,D007736E6A-01,pay,-18.42,-36.25,2019-05-17,2019-05-17,,2019-05-17,2019-05-17
71156963,C06D2A1B21-03,pay,-3.47,-87.65,2024-04-05,2024-04-05,,2024-04-05,2024-04-05
71920433,C06D2A1B21-03,pay,-4.89,-86.23,2024-05-03,2024-05-03,,2024-05-03,2024-05-03
36520639,D007736E6A-01,pay,-2.08,-52.59,2019-06-14,2019-06-14,,2019-06-14,2019-06-14
36701829,D007736E6A-01,pay,-2.47,-52.20,2019-06-28,2019-06-28,,2019-06-28,2019-06-28
71820391,5014C38D9A-20,pay,-113.00,-113.86,2024-05-01,2024-05-01,,2024-05-01,2024-05-01
40525692,D021A4E810-02,pay,0.00,-144.64,2019-12-26,2019-12-26,,2019-12-26,2019-12-26
54187750,D007736E6A-03,pay,-28.19,-129.29,2022-04-22,2022-04-22,,2022-04-22,2022-04-22
54444094,D007736E6A-03,pay,-33.48,-124.00,2022-05-06,2022-05-06,,2022-05-06,2022-05-06
56367341,D007736E6A-03,pay,-30.72,-126.76,2022-08-12,2022-08-12,,2022-08-12,2022-08-12
67831291,B032E51F9C-01,pay,0.00,-98.71,2023-12-14,2023-12-14,,2023-12-14,2023-12-14
45270979,F00C8D377C-02,pay,-8.99,-76.44,2020-12-11,2020-12-11,,2020-12-11,2020-12-11
45957744,F0049A6E68-03,pay,-26.27,-37.03,2021-01-19,2021-01-19,,2021-01-19,2021-01-19
68686858,50912E7EBB-01,pay,-5.03,-148.89,2024-01-12,2024-01-12,,2024-01-12,2024-01-12
47151477,F00C8D377C-02,pay,-31.36,-54.07,2021-04-02,2021-04-02,,2021-04-02,2021-04-02
49043512,601B22EB9A-01,pay,-57.03,-73.28,2021-08-06,2021-08-06,,2021-08-06,2021-08-06
69091470,50912E7EBB-01,pay,-5.97,-147.95,2024-01-26,2024-01-26,,2024-01-26,2024-01-26
69524886,50912E7EBB-01,pay,-7.10,-146.82,2024-02-09,2024-02-09,,2024-02-09,2024-02-09
73429167,B04058795C-01,pay,-17.34,-119.28,2024-06-28,2024-06-28,,2024-06-28,2024-06-28
72850231,2083DFAD83-04,pay,-3.99,-70.36,2024-06-07,2024-06-07,,2024-06-07,2024-06-07
66342262,B009187F5D-01,pay,-47.53,-111.13,2023-10-20,2023-10-20,,2023-10-20,2023-10-20
72086599,2083DFAD83-04,pay,0.00,-74.35,2024-05-10,2024-05-10,,2024-05-10,2024-05-10
71232758,104808DB25-01,pay,-5.32,-93.85,2024-04-09,2024-04-09,,2024-04-09,2024-04-09
62070483,B009187F5D-01,pay,0.00,-158.66,2023-04-21,2023-04-21,,2023-04-21,2023-04-21
72097081,70118F77ED-05,pay,-19.79,-119.16,2024-05-10,2024-05-10,,2024-05-10,2024-05-10
62213194,F0052E3D37-01,pay,-3.43,-86.60,2023-04-28,2023-04-28,,2023-04-28,2023-04-28
68097064,F0052E3D37-01,pay,-64.66,-25.37,2023-12-22,2023-12-22,,2023-12-22,2023-12-22
71866029,7064CC989A-02,pay,-38.91,-100.82,2024-05-02,2024-05-02,,2024-05-02,2024-05-02
71163284,F059338F25-01,pay,-2.81,-70.96,2024-04-05,2024-04-05,,2024-04-05,2024-04-05
72245104,D0043BE1A6-04,pay,0.00,-161.89,2024-05-16,2024-05-16,,2024-05-16,2024-05-16
67593318,F01A6D0EBD-01,pay,0.00,-65.74,2023-12-05,2023-12-05,,2023-12-05,2023-12-05
71533862,F059338F25-01,pay,-3.34,-70.43,2024-04-19,2024-04-19,,2024-04-19,2024-04-19
72301006,F059338F25-01,pay,0.00,-73.77,2024-05-17,2024-05-17,,2024-05-17,2024-05-17
69399251,F01A6D0EBD-01,pay,-9.08,-56.66,2024-02-05,2024-02-05,,2024-02-05,2024-02-05
40756058,1009DAA09D-34,pay,-145.13,-12.79,2020-01-07,2020-01-07,,2020-01-07,2020-01-07
62324357,E000A9F6CC-02,pay,-21.34,-128.49,2023-05-04,2023-05-04,,2023-05-04,2023-05-04
73217598,002EC13FA3-01,pay,-4.37,-94.05,2024-06-21,2024-06-21,,2024-06-21,2024-06-21
72451429,002EC13FA3-01,pay,0.00,-98.42,2024-05-24,2024-05-24,,2024-05-24,2024-05-24
49505476,D003367C54-01,pay,-107.25,-16.05,2021-08-31,2021-08-31,,2021-08-30,2021-08-30
73044886,80040B26CA-01,pay,-3.00,-52.98,2024-06-14,2024-06-14,,2024-06-14,2024-06-14
73295706,70A893DABB-01,pay,-31.78,-116.82,2024-06-24,2024-06-24,,2024-06-24,2024-06-24
72287708,80040B26CA-01,pay,-2.13,-53.85,2024-05-17,2024-05-17,,2024-05-17,2024-05-17
72649022,80040B26CA-01,pay,-2.53,-53.45,2024-05-31,2024-05-31,,2024-05-31,2024-05-31
68650872,D0892EEA0F-01,pay,0.00,-60.36,2024-01-11,2024-01-11,,2024-01-11,2024-01-11
73007655,D0892EEA0F-01,pay,-15.24,-45.12,2024-06-13,2024-06-13,,2024-06-13,2024-06-13
65089157,201863D6D9-03,pay,-40.99,-60.49,2023-09-05,2023-09-05,,2023-09-05,2023-09-05
69880810,103F17AA35-01,pay,0.00,-101.41,2024-02-22,2024-02-22,,2024-02-22,2024-02-22
71388138,201863D6D9-03,pay,0.00,-101.48,2024-04-15,2024-04-15,,2024-04-15,2024-04-15
73293603,201863D6D9-03,pay,-61.22,-40.26,2024-06-24,2024-06-24,,2024-06-24,2024-06-24
46888303,300646BBAB-02,pay,0.00,-145.96,2021-03-16,2021-03-16,,2021-03-16,2021-03-16
69737622,A01878B503-01,pay,-3.36,-144.73,2024-02-16,2024-02-16,,2024-02-16,2024-02-16
71309051,8063BDA7DC-06,pay,0.00,-500.00,2024-04-11,2024-04-10,,2024-04-11,2024-04-11
39031288,E000A9F6CC-01,pay,-2.97,-74.31,2019-09-25,2019-09-25,,2019-09-25,2019-09-25
49169821,5004904F5D-01,pay,-69.29,-63.84,2021-08-13,2021-08-13,,2021-08-13,2021-08-13
68082436,900038741A-01,pay,-25.57,-65.55,2023-12-22,2023-12-22,,2023-12-22,2023-12-22
47928381,C000113790-13,pay,-21.44,-39.06,2021-05-28,2021-05-28,,2021-05-28,2021-05-28
