id,idLoan,amtLoan,dtLoan,rtLoan,balInt,balPrin,idCust,stsLoan,created_at,updated_at
21350040,2024E69E21-05,1000.00,2023-08-04,0.00,114.73,266.70,2024E69E21,Current,2023-08-04 12:46:10.598264,2024-07-04 07:40:25.572481
22040960,2026128C9B-04,800.00,2023-09-22,460.00,169.21,703.48,2026128C9B,Current,2023-09-22 17:45:13.527831,2024-07-06 07:35:55.913186
23993486,202801DDE0-03,800.00,2024-04-05,460.00,110.81,676.31,202801DDE0,Current,2024-04-05 17:45:12.915738,2024-07-06 07:35:56.611426
24100543,202C2A4AB9-01,300.00,2024-04-19,490.00,54.14,115.23,202C2A4AB9,Current,2024-04-19 01:45:10.932750,2024-07-02 07:42:33.881168
23498706,202CEE5E0A-04,800.00,2024-01-31,490.00,179.56,698.62,202CEE5E0A,Current,2024-01-31 02:45:13.521255,2024-07-06 07:35:57.974367
23857310,202E409952-07,600.00,2024-03-18,460.00,211.44,451.64,202E409952,Current,2024-03-18 01:45:06.425435,2024-07-06 07:35:58.160453
23953477,202E527BB3-27,1500.00,2024-04-01,99.00,64.52,1132.78,202E527BB3,Current,2024-04-01 01:45:26.486310,2024-07-06 07:35:58.222237
23869634,202E631447-07,800.00,2024-03-18,460.00,105.58,761.62,202E631447,Current,2024-03-18 17:45:06.376466,2024-07-06 07:35:58.265728
23962853,202FD8D261-04,800.00,2024-04-01,460.00,98.36,780.41,202FD8D261,Current,2024-04-01 17:45:16.093314,2024-07-06 07:35:58.529584
24105109,203252FB3A-04,600.00,2024-04-19,460.00,119.90,559.65,203252FB3A,Current,2024-04-19 17:45:20.422375,2024-07-06 07:35:58.913278
22178114,2032A77167-01,800.00,2023-10-04,490.00,942.56,800.00,2032A77167,Current,2023-10-04 17:50:38.250752,2024-07-06 07:35:58.994425
22044487,2034E1D1D4-01,800.00,2023-09-22,490.00,100.34,197.11,2034E1D1D4,Current,2023-09-22 17:49:06.148867,2024-07-04 07:40:29.925932
24124167,20358302CE-01,600.00,2024-04-23,490.00,130.55,540.33,20358302CE,Current,2024-04-23 17:45:06.811303,2024-07-06 07:35:59.826442
23354750,203713E6F8-02,500.00,2024-01-17,460.00,154.45,380.07,203713E6F8,Current,2024-01-16 22:45:24.147185,2024-07-06 07:36:00.234768
23288534,203741F17A-01,800.00,2024-01-10,490.00,318.34,605.68,203741F17A,Current,2024-01-10 18:45:15.343510,2024-07-06 07:36:00.316912
23785978,2038414D73-03,700.00,2024-03-05,460.00,136.44,601.40,2038414D73,Current,2024-03-05 18:45:14.779953,2024-07-06 07:36:00.530960
24156161,203903CC03-01,800.00,2024-04-25,490.00,96.32,717.58,203903CC03,Current,2024-04-25 17:45:17.710731,2024-07-06 07:36:00.662563
23826525,20395BBEDC-02,300.00,2024-03-13,460.00,32.51,258.02,20395BBEDC,Current,2024-03-13 17:45:11.010717,2024-07-06 07:36:00.696590
21323058,203DCAD556-04,500.00,2023-08-03,0.00,3.34,82.81,203DCAD556,Current,2023-08-02 21:45:32.095801,2024-06-18 07:41:06.679388
7876144,203E6166A2-01,800.00,2020-02-03,0.00,10.24,0.00,203E6166A2,Current,2020-01-31 16:22:57.000000,2023-02-21 08:39:30.000000
22778916,203F63DECE-04,1000.00,2023-11-28,460.00,199.69,1000.00,203F63DECE,Current,2023-11-28 18:45:27.076828,2024-07-06 07:36:01.887340
23255224,20429C083A-03,800.00,2024-01-08,490.00,100.02,664.98,20429C083A,Current,2024-01-08 02:46:04.279151,2024-07-06 07:36:02.646413
23241696,2042D74FBC-01,400.00,2024-01-08,490.00,51.30,267.48,2042D74FBC,Current,2024-01-08 02:45:13.934052,2024-07-06 07:36:02.689135
22802829,2043863C38-22,1000.00,2023-11-30,99.00,12.16,369.36,2043863C38,Current,2023-11-30 18:45:24.379047,2024-07-06 07:36:02.963491
24145312,20443A3FAB-05,800.00,2024-04-24,460.00,144.84,800.00,20443A3FAB,Current,2024-04-24 17:45:09.353801,2024-07-06 07:36:03.235233
20726165,204537C953-01,1000.00,2023-06-20,0.00,12.66,636.25,204537C953,Current,2023-06-20 12:45:12.000000,2024-07-06 07:36:03.457748
23911748,2047A8C520-10,1500.00,2024-03-25,99.00,82.79,1371.37,2047A8C520,Current,2024-03-25 01:45:37.717185,2024-07-06 07:36:03.874195
23611983,2048899826-01,800.00,2024-02-12,490.00,485.34,800.00,2048899826,Current,2024-02-12 02:45:55.619372,2024-07-06 07:36:04.036894
23130916,2048C48275-03,800.00,2023-12-26,460.00,10.07,0.00,2048C48275,Current,2023-12-26 18:45:42.095946,2024-05-15 07:37:08.387455
24148317,2048CF3E5C-08,300.00,2024-04-24,460.00,68.47,271.62,2048CF3E5C,Current,2024-04-24 21:45:07.001096,2024-07-06 07:36:04.086257
23476173,20496BDFD5-01,800.00,2024-01-29,490.00,10.74,0.00,20496BDFD5,Current,2024-01-29 18:45:13.198063,2024-04-19 07:50:35.969749
22274779,2049B40E4C-04,800.00,2023-10-13,460.00,168.27,362.90,2049B40E4C,Current,2023-10-13 01:45:14.237675,2024-07-06 07:36:04.215990
22899467,204A9AF667-02,500.00,2023-12-08,460.00,27.20,98.58,204A9AF667,Current,2023-12-08 02:45:24.715931,2024-07-06 07:36:04.317489
23968413,204BE4E4F9-07,400.00,2024-04-02,460.00,43.76,315.74,204BE4E4F9,Current,2024-04-02 17:45:08.862190,2024-07-06 07:36:04.496953
24107263,204E339EE9-06,800.00,2024-04-22,460.00,133.90,625.02,204E339EE9,Current,2024-04-19 21:45:10.084888,2024-07-06 07:36:05.228514
22988043,204F78B20F-08,800.00,2023-12-15,460.00,728.45,751.46,204F78B20F,Current,2023-12-14 22:45:38.742505,2024-07-06 07:36:05.449924
22833330,2052377A71-02,800.00,2023-12-04,460.00,133.16,578.34,2052377A71,Current,2023-12-04 02:45:56.548747,2024-07-06 07:36:06.237390
23983596,2053258C67-01,800.00,2024-04-04,490.00,206.42,800.00,2053258C67,Current,2024-04-04 17:45:08.272644,2024-07-06 07:36:06.865897
22817656,20536B3CC6-01,600.00,2023-12-01,490.00,116.45,448.54,20536B3CC6,Current,2023-12-01 18:45:35.149268,2024-07-06 07:36:06.950608
23046038,205576BAAD-01,500.00,2023-12-19,490.00,96.09,391.66,205576BAAD,Current,2023-12-19 18:45:27.736849,2024-07-06 07:36:07.412422
23965211,2055CDB2BB-04,800.00,2024-04-02,460.00,126.80,591.76,2055CDB2BB,Current,2024-04-01 21:45:10.199719,2024-07-06 07:36:07.559492
23748164,20595277D8-03,300.00,2024-02-28,460.00,52.12,225.56,20595277D8,Current,2024-02-28 18:45:15.833189,2024-07-06 07:36:08.381290
8040845,205A5F2189-01,800.00,2020-02-24,0.00,10.74,0.00,205A5F2189,Current,2020-02-23 23:26:47.000000,2023-02-21 08:39:37.000000
23178628,205B34283E-04,700.00,2024-01-02,490.00,287.62,592.38,205B34283E,Current,2024-01-02 02:46:02.926367,2024-07-06 07:36:09.142594
22322217,205B6D8AB0-01,800.00,2023-10-18,490.00,80.22,311.37,205B6D8AB0,Current,2023-10-17 21:45:14.052765,2024-07-06 07:36:09.186382
22990275,205BBF6B59-01,400.00,2023-12-15,490.00,265.41,337.63,205BBF6B59,Current,2023-12-15 02:45:21.071877,2024-07-06 07:36:09.215514
21483201,205C912FEF-02,800.00,2023-08-14,0.00,10.09,696.21,205C912FEF,Current,2023-08-14 01:52:56.755344,2024-07-06 07:36:09.399871
24078590,205CE2D58C-02,700.00,2024-04-16,460.00,160.94,700.00,205CE2D58C,Current,2024-04-16 21:45:07.184059,2024-07-06 07:36:09.432008
22126262,205D1BB2BC-03,500.00,2023-10-02,490.00,203.11,500.00,205D1BB2BC,Current,2023-10-02 01:46:13.654583,2024-07-06 07:36:09.463360
24148830,205EB9F8D2-02,800.00,2024-04-25,460.00,255.57,633.70,205EB9F8D2,Current,2024-04-24 21:45:07.163817,2024-07-06 07:36:09.855018
24105634,20608F290A-07,1500.00,2024-04-19,460.00,366.13,1500.00,20608F290A,Current,2024-04-19 17:45:22.036482,2024-07-06 07:36:10.057021
21648895,2060CC609B-09,500.00,2023-08-24,0.00,124.07,353.93,2060CC609B,Current,2023-08-24 17:46:31.339794,2024-07-02 07:42:49.118939
22727614,2061D9DCEE-01,800.00,2023-11-24,490.00,130.58,527.16,2061D9DCEE,Current,2023-11-24 02:45:30.908266,2024-07-06 07:36:10.379084
23752364,206243DA35-13,1000.00,2024-02-29,99.00,22.13,650.35,206243DA35,Current,2024-02-29 02:45:14.280667,2024-07-06 07:36:10.462789
24103987,2066128A4C-04,1500.00,2024-04-19,460.00,374.00,1413.13,2066128A4C,Current,2024-04-19 17:45:15.278626,2024-07-06 07:36:11.236453
24062796,20668DA27C-07,600.00,2024-04-15,460.00,102.96,480.55,20668DA27C,Current,2024-04-15 01:45:47.732186,2024-07-06 07:36:11.334416
23961064,2066D8C746-22,1500.00,2024-04-01,99.00,18.30,674.70,2066D8C746,Current,2024-04-01 17:45:09.138245,2024-07-06 07:36:11.479562
24079905,2069423507-02,800.00,2024-04-17,460.00,107.08,499.82,2069423507,Current,2024-04-16 21:45:10.838299,2024-07-06 07:36:12.189327
24000056,2069A2142A-17,1500.00,2024-04-08,99.00,120.63,1270.80,2069A2142A,Current,2024-04-08 01:45:12.398994,2024-07-06 07:36:12.271852
7022098,206C1EABB8-05,800.00,2019-09-24,0.00,10.09,0.00,206C1EABB8,Current,2019-09-23 16:21:32.000000,2023-02-21 08:39:41.000000
23424138,206D48417A-04,800.00,2024-01-23,460.00,144.73,630.93,206D48417A,Current,2024-01-23 18:45:31.410267,2024-07-06 07:36:13.293997
22665879,206DDF7FED-02,800.00,2023-11-20,460.00,65.05,443.71,206DDF7FED,Current,2023-11-17 22:45:20.660136,2024-07-06 07:36:13.361046
24073966,207003F9CE-02,800.00,2024-04-16,460.00,774.13,800.00,207003F9CE,Current,2024-04-16 17:45:07.295250,2024-07-06 07:36:13.898358
23777586,2070850D09-01,800.00,2024-03-04,490.00,291.46,744.92,2070850D09,Current,2024-03-04 18:45:11.256832,2024-07-06 07:36:14.002726
22784629,2070CD0342-03,400.00,2023-11-29,460.00,52.82,226.54,2070CD0342,Current,2023-11-28 22:45:24.581884,2024-07-06 07:36:14.077272
21572815,2070F53811-01,1000.00,2023-08-21,0.00,10.76,0.00,2070F53811,Current,2023-08-21 01:47:46.587184,2024-06-21 07:31:38.658710
6209414,20711AEA48-02,800.00,2019-05-06,0.00,10.08,0.00,20711AEA48,Current,2019-05-04 20:03:19.000000,2023-02-21 08:39:42.000000
23585505,20711AEA48-08,600.00,2024-02-08,460.00,82.15,348.11,20711AEA48,Current,2024-02-08 18:45:16.830286,2024-07-06 07:36:14.206111
21500243,2071C65261-01,800.00,2023-08-15,0.00,5.90,139.87,2071C65261,Current,2023-08-14 21:47:00.538215,2024-07-02 07:42:53.721698
23590330,2073B6F6DC-12,1500.00,2024-02-09,99.00,107.76,1009.72,2073B6F6DC,Current,2024-02-08 22:45:13.349241,2024-07-06 07:36:15.075667
20412004,2073EDE675-01,800.00,2023-05-30,0.00,0.01,167.32,2073EDE675,Current,2023-05-26 21:45:28.000000,2024-07-01 07:39:01.295584
23466423,2074FDFB4B-07,800.00,2024-01-29,460.00,10.09,0.00,2074FDFB4B,Current,2024-01-29 02:45:33.038433,2024-03-12 07:37:48.413610
22126953,207BAD9692-03,800.00,2023-10-02,460.00,38.96,237.40,207BAD9692,Current,2023-10-02 01:46:23.338267,2024-07-06 07:36:16.882115
23328328,207C4381E8-01,600.00,2024-01-16,490.00,20.61,100.59,207C4381E8,Current,2024-01-16 02:45:53.111879,2024-07-06 07:36:17.022131
7223278,207C66B4EE-03,800.00,2019-11-04,0.00,10.08,0.00,207C66B4EE,Current,2019-11-02 19:20:15.000000,2023-02-21 08:39:44.000000
23387259,207F663C7A-02,800.00,2024-01-22,460.00,10.09,0.00,207F663C7A,Current,2024-01-19 22:45:19.663227,2024-06-07 07:31:13.313359
22628740,207F6D85BF-04,500.00,2023-11-14,460.00,49.69,289.25,207F6D85BF,Current,2023-11-14 18:45:38.746711,2024-07-06 07:36:18.004825
23236177,207FB43364-05,800.00,2024-01-05,460.00,136.00,506.38,207FB43364,Current,2024-01-05 18:45:19.963696,2024-07-06 07:36:18.096537
22323745,2081073BCC-01,800.00,2023-10-18,490.00,80.22,311.37,2081073BCC,Current,2023-10-17 21:46:30.831955,2024-07-06 07:36:18.618052
22782774,208285D263-03,1000.00,2023-11-29,460.00,367.38,804.40,208285D263,Current,2023-11-28 22:45:15.736696,2024-07-06 07:36:19.275992
18289300,2082BCBE01-01,800.00,2022-12-06,0.00,2133.48,786.52,2082BCBE01,Current,2022-12-06 02:45:27.000000,2024-07-02 07:42:59.065416
23798656,2082FA3138-18,1000.00,2024-03-07,99.00,26.99,765.35,2082FA3138,Current,2024-03-07 02:45:14.072358,2024-07-06 07:36:19.557169
24028655,2083DFAD83-04,400.00,2024-04-10,460.00,83.57,390.07,2083DFAD83,Current,2024-04-10 17:45:06.322748,2024-07-06 07:36:19.907211
22546819,2085D83862-01,500.00,2023-11-07,490.00,43.99,237.10,2085D83862,Current,2023-11-07 18:45:29.835004,2024-07-06 07:36:20.238097
9034109,30000375BC-01,800.00,2020-08-17,0.00,1084.71,800.00,30000375BC,Charged off,2020-08-17 14:59:56.000000,2024-07-06 07:51:24.455987
23931402,3000265AB4-01,300.00,2024-03-28,490.00,35.10,261.50,3000265AB4,Current,2024-03-27 21:45:08.426715,2024-07-06 07:51:24.471096
9960048,3000293D57-01,800.00,2020-11-30,0.00,825.54,591.29,3000293D57,Charged off,2020-11-29 00:50:51.000000,2024-07-06 07:51:24.485922
23784937,300029B02D-01,600.00,2024-03-05,490.00,0.00,0.00,300029B02D,Paid off,2024-03-05 18:45:13.187561,2024-07-04 07:58:45.751730
14975745,30002BDB12-01,400.00,2022-05-02,0.00,688.74,400.00,30002BDB12,Charged off,2022-05-02 00:10:40.000000,2024-07-06 07:51:24.506257
7904905,30002CB931-01,800.00,2020-02-06,0.00,1035.80,741.89,30002CB931,Charged off,2020-02-05 16:39:24.000000,2024-07-06 07:51:24.521277
15161051,300050F890-01,800.00,2022-05-16,0.00,0.00,0.00,300050F890,Paid off,2022-05-16 16:55:32.000000,2023-02-21 08:54:22.000000
22484722,300050F890-02,600.00,2023-11-02,0.00,0.00,0.00,300050F890,Paid off,2023-11-01 21:45:23.580200,2024-02-23 09:20:58.373193
23779273,300050F890-03,1000.00,2024-03-04,460.00,0.00,0.00,300050F890,Paid off,2024-03-04 18:45:14.932310,2024-04-01 08:09:25.951394
24186774,300050F890-04,800.00,2024-04-29,460.00,111.43,520.04,300050F890,Current,2024-04-29 17:45:10.078290,2024-07-06 07:51:24.564347
6598692,3000979B47-01,500.00,2019-07-08,0.00,859.36,0.00,3000979B47,Charged off,2019-07-05 22:17:05.000000,2024-04-11 13:49:48.483457
22340476,3000B8B845-01,800.00,2023-10-19,0.00,1223.79,800.00,3000B8B845,Charged off,2023-10-19 17:46:17.077395,2024-07-06 07:51:24.600605
7692360,3000BEC9C8-01,400.00,2020-01-02,0.00,487.61,349.25,3000BEC9C8,Charged off,2020-01-01 15:06:09.000000,2024-07-06 07:51:24.623017
19731789,3000CA68F9-01,400.00,2023-04-03,0.00,574.58,400.00,3000CA68F9,Charged off,2023-04-03 01:45:38.000000,2024-07-06 07:51:24.637570
8567444,3000ED7FDF-01,800.00,2020-06-24,0.00,0.00,0.00,3000ED7FDF,Paid off,2020-06-24 12:44:53.000000,2023-02-21 08:54:23.000000
14206242,3000F94071-01,400.00,2022-01-25,0.00,570.42,400.00,3000F94071,Charged off,2022-01-25 01:42:25.000000,2024-07-06 07:51:24.655319
16951858,3000FA5DC7-01,500.00,2022-09-08,0.00,0.00,0.00,3000FA5DC7,Paid off,2022-09-08 12:45:09.000000,2023-07-02 07:44:45.000000
21018456,3000FA5DC7-03,700.00,2023-07-13,0.00,0.00,0.00,3000FA5DC7,Paid off,2023-07-13 01:45:13.749495,2024-05-03 08:08:53.108824
24190619,3000FA5DC7-04,1000.00,2024-04-30,438.00,188.90,925.98,3000FA5DC7,Current,2024-04-29 21:45:07.457193,2024-07-06 07:51:24.680018
23069973,300154DF77-02,500.00,2023-12-21,490.00,155.37,318.89,300154DF77,Current,2023-12-20 22:45:33.206382,2024-07-06 07:51:24.698258
6425309,30016A5B4D-01,600.00,2019-06-07,36.00,0.00,0.00,30016A5B4D,Paid off,2019-06-07 02:13:08.000000,2023-02-21 08:54:23.000000
11160226,30016A5B4D-02,800.00,2021-04-19,0.00,0.00,0.00,30016A5B4D,Paid off,2021-04-16 23:30:26.000000,2023-02-21 08:54:23.000000
12393923,300182EB98-01,700.00,2021-08-11,0.00,0.00,0.00,300182EB98,Paid off,2021-08-11 07:38:06.000000,2023-02-21 08:54:23.000000
14808804,300182EB98-02,600.00,2022-04-18,0.00,0.00,0.00,300182EB98,Paid off,2022-04-17 01:06:07.000000,2023-02-21 08:54:23.000000
17548794,300182EB98-03,700.00,2022-10-17,0.00,0.00,0.00,300182EB98,Charged off,2022-10-17 17:45:34.000000,2023-09-20 23:08:47.924875
22507783,3001A4231A-01,700.00,2023-11-06,0.00,0.00,0.00,3001A4231A,Charged off,2023-11-06 02:45:14.164033,2024-07-06 07:51:24.861788
20589251,3001CDFE11-01,400.00,2023-06-09,0.00,0.00,0.00,3001CDFE11,Charged off,2023-06-09 12:45:10.000000,2024-03-20 17:55:28.105708
19912567,3002F84278-01,500.00,2023-04-19,0.00,0.00,0.00,3002F84278,Charged off,2023-04-18 21:45:10.000000,2023-09-20 23:12:03.878125
12999489,30030C5115-01,800.00,2021-10-04,0.00,0.00,0.00,30030C5115,Paid off,2021-10-01 16:17:34.000000,2023-02-21 08:54:23.000000
14178740,30030C5115-02,800.00,2022-01-13,0.00,0.00,0.00,30030C5115,Paid off,2022-01-13 01:36:07.000000,2023-02-21 08:54:23.000000
15302740,30030C5115-03,800.00,2022-05-27,0.00,0.00,0.00,30030C5115,Paid off,2022-05-27 00:31:37.000000,2023-02-21 08:54:23.000000
16856752,30030C5115-04,1200.00,2022-09-01,0.00,0.00,0.00,30030C5115,Paid off,2022-09-01 12:45:13.000000,2023-02-21 08:54:23.000000
19394719,30030C5115-05,800.00,2023-03-02,0.00,0.00,0.00,30030C5115,Paid off,2023-03-02 02:45:13.000000,2023-06-07 07:40:00.000000
12170367,3003371B98-01,700.00,2021-07-27,0.00,0.00,0.00,3003371B98,Paid off,2021-07-26 16:28:49.000000,2023-02-21 08:54:23.000000
14015409,3003371B98-02,800.00,2021-12-27,0.00,0.00,0.00,3003371B98,Paid off,2021-12-26 17:23:52.000000,2024-03-14 13:09:43.090229
19012187,3003371B98-03,800.00,2023-01-25,0.00,0.00,0.00,3003371B98,Paid off,2023-01-25 13:45:09.000000,2024-03-22 07:05:26.511052
23897756,3003371B98-04,500.00,2024-03-22,460.00,0.00,0.00,3003371B98,Paid off,2024-03-22 17:45:13.341587,2024-06-28 08:01:13.195739
20019977,30037AB05A-01,600.00,2023-04-27,490.00,0.00,0.00,30037AB05A,Paid off,2023-04-27 12:45:13.000000,2023-04-30 07:52:30.000000
6987683,3003906B9D-01,600.00,2019-09-17,0.00,0.00,0.00,3003906B9D,Paid off,2019-09-16 20:47:23.000000,2023-02-21 08:54:23.000000
19054930,3003FC9984-01,500.00,2023-01-30,0.00,0.00,0.00,3003FC9984,Charged off,2023-01-29 22:45:32.000000,2024-03-14 13:44:28.886190
22104632,300411BB0F-01,400.00,2023-09-28,490.00,170.64,400.00,300411BB0F,Current,2023-09-28 17:45:14.371975,2024-07-06 07:51:25.443617
14323446,300440A7A9-02,800.00,2022-02-16,0.00,0.00,0.00,300440A7A9,Paid off,2022-02-16 15:20:36.000000,2023-02-21 08:54:23.000000
14984249,300440A7A9-03,600.00,2022-05-03,0.00,0.00,0.00,300440A7A9,Paid off,2022-05-02 18:28:06.000000,2023-02-21 08:54:23.000000
16621572,300440A7A9-04,300.00,2022-08-18,0.00,0.00,0.00,300440A7A9,Paid off,2022-08-18 12:45:07.000000,2023-02-21 08:54:23.000000
18533708,300440A7A9-05,500.00,2022-12-20,0.00,0.00,0.00,300440A7A9,Paid off,2022-12-20 18:45:15.000000,2023-02-25 08:57:57.000000
21109729,300440A7A9-06,800.00,2023-07-19,0.00,0.00,0.00,300440A7A9,Paid off,2023-07-19 17:45:51.591401,2023-08-18 08:02:38.983480
22107643,300440A7A9-07,800.00,2023-09-28,460.00,0.00,0.00,300440A7A9,Paid off,2023-09-28 17:47:20.588446,2024-03-15 08:24:56.394929
23942351,300440A7A9-08,600.00,2024-03-29,460.00,0.00,0.00,300440A7A9,Paid off,2024-03-29 17:45:10.514239,2024-05-02 07:55:53.390098
6941110,300497F919-01,300.00,2019-09-09,0.00,0.00,0.00,300497F919,Paid off,2019-09-08 13:33:13.000000,2023-02-21 08:54:23.000000
21026269,300497F919-02,600.00,2023-07-13,0.00,0.00,0.00,300497F919,Paid off,2023-07-13 17:45:48.050542,2024-05-03 08:08:54.542201
6374140,3004D7D305-08,700.00,2019-05-31,0.00,0.00,0.00,3004D7D305,Paid off,2019-05-30 20:55:21.000000,2023-02-21 08:54:23.000000
9946962,3004D7D305-09,800.00,2020-11-27,0.00,0.00,0.00,3004D7D305,Paid off,2020-11-27 15:55:55.000000,2023-02-21 08:54:23.000000
13123241,3004D7D305-10,800.00,2021-10-14,0.00,0.00,0.00,3004D7D305,Paid off,2021-10-13 16:32:41.000000,2023-02-21 08:54:23.000000
16434025,3004D7D305-11,1500.00,2022-08-08,0.00,0.00,0.00,3004D7D305,Paid off,2022-08-07 02:00:08.000000,2023-06-09 07:35:13.000000
20524606,3004D7D305-12,1500.00,2023-06-05,0.00,0.00,0.00,3004D7D305,Paid off,2023-06-05 01:46:12.000000,2024-04-05 07:56:43.916021
23966485,3004D7D305-13,1500.00,2024-04-02,99.00,54.00,1171.01,3004D7D305,Current,2024-04-02 01:45:11.337979,2024-07-06 07:51:25.582518
21987041,3005462A74-01,800.00,2023-09-18,490.00,80.45,252.50,3005462A74,Current,2023-09-18 01:55:47.570582,2024-07-06 07:51:25.624668
16169804,3005607812-01,800.00,2022-07-22,0.00,0.00,0.00,3005607812,Paid off,2022-07-22 14:43:35.000000,2023-05-22 07:46:10.000000
9455935,30057C62A7-01,800.00,2020-10-01,0.00,0.00,0.00,30057C62A7,Paid off,2020-10-01 00:11:01.000000,2023-02-21 08:54:23.000000
11677210,30057C62A7-02,800.00,2021-06-17,0.00,0.00,0.00,30057C62A7,Paid off,2021-06-17 03:27:52.000000,2023-02-21 08:54:23.000000
13319505,30057C62A7-03,800.00,2021-11-02,0.00,0.00,0.00,30057C62A7,Paid off,2021-11-01 20:10:59.000000,2023-02-21 08:54:23.000000
14265102,30057C62A7-04,800.00,2022-02-07,0.00,0.00,0.00,30057C62A7,Paid off,2022-02-05 18:57:49.000000,2023-02-21 08:54:23.000000
14984436,30057C62A7-05,800.00,2022-05-03,0.00,0.00,0.00,30057C62A7,Paid off,2022-05-02 20:11:00.000000,2023-02-21 08:54:23.000000
18631687,30057C62A7-06,1200.00,2022-12-27,0.00,0.00,0.00,30057C62A7,Paid off,2022-12-26 22:46:22.000000,2023-05-08 08:07:35.000000
18215010,300597392B-01,800.00,2022-12-01,0.00,0.00,0.00,300597392B,Paid off,2022-12-01 13:45:17.000000,2023-09-27 08:07:01.857178
22098722,300597392B-02,300.00,2023-09-27,460.00,0.00,0.00,300597392B,Paid off,2023-09-27 17:49:23.070515,2024-06-10 07:40:57.620092
20169561,30059F729A-02,700.00,2023-05-09,0.00,0.00,0.00,30059F729A,Paid off,2023-05-08 21:45:18.000000,2023-06-02 07:40:34.000000
22008846,30059F729A-03,800.00,2023-09-19,460.00,0.00,0.00,30059F729A,Paid off,2023-09-19 17:47:58.363000,2023-12-20 09:15:52.628351
14695040,30063909FA-01,300.00,2022-04-07,0.00,0.00,0.00,30063909FA,Paid off,2022-04-06 23:04:26.000000,2023-05-08 08:07:36.000000
7578573,3006447C61-02,800.00,2019-12-12,0.00,0.00,0.00,3006447C61,Paid off,2019-12-11 16:16:06.000000,2023-02-21 08:54:23.000000
8814223,300646BBAB-01,600.00,2020-07-24,0.00,0.00,0.00,300646BBAB,Paid off,2020-07-24 05:15:41.000000,2023-02-21 08:54:23.000000
10596310,300646BBAB-02,800.00,2021-02-02,0.00,0.00,0.00,300646BBAB,Charged off,2021-02-01 16:25:55.000000,2024-07-06 07:51:25.853960
11760391,3006B74F64-01,300.00,2021-06-24,0.00,0.00,0.00,3006B74F64,Paid off,2021-06-24 11:37:38.000000,2023-02-21 08:54:23.000000
12239539,3006B8DAF8-01,600.00,2021-08-02,0.00,0.00,0.00,3006B8DAF8,Paid off,2021-07-31 00:46:42.000000,2023-02-21 08:54:24.000000
14208549,30071AE5E9-01,300.00,2022-01-26,0.00,0.00,0.00,30071AE5E9,Paid off,2022-01-25 22:37:17.000000,2023-02-21 08:54:24.000000
17578687,30071AE5E9-02,400.00,2022-10-19,0.00,0.00,0.00,30071AE5E9,Paid off,2022-10-19 17:45:21.000000,2023-11-17 09:13:57.078522
22704868,30071AE5E9-03,400.00,2023-11-21,460.00,47.16,329.86,30071AE5E9,Current,2023-11-21 18:45:37.414252,2024-07-06 07:51:25.952935
7359840,300825C847-01,700.00,2019-11-20,0.00,0.00,0.00,300825C847,Paid off,2019-11-20 14:22:59.000000,2023-02-21 08:54:24.000000
12620471,300825C847-02,800.00,2021-08-30,0.00,0.00,0.00,300825C847,Paid off,2021-08-30 14:57:33.000000,2023-02-21 08:54:24.000000
16591802,300825C847-04,1000.00,2022-08-16,0.00,0.00,0.00,300825C847,Paid off,2022-08-16 17:45:34.000000,2023-04-28 08:08:56.000000
12571150,3008359B6F-01,600.00,2021-08-26,0.00,0.00,0.00,3008359B6F,Paid off,2021-08-26 02:48:12.000000,2023-02-21 08:54:24.000000
17592438,3008414A10-01,500.00,2022-10-20,0.00,0.00,0.00,3008414A10,Charged off,2022-10-20 17:45:16.000000,2024-02-10 09:17:43.309860
6221734,30085FECE9-03,800.00,2019-05-06,0.00,0.00,0.00,30085FECE9,Paid off,2019-05-04 04:21:31.000000,2023-02-21 08:54:24.000000
9521321,30085FECE9-05,800.00,2020-10-08,0.00,0.00,0.00,30085FECE9,Paid off,2020-10-08 02:02:54.000000,2023-02-21 08:54:24.000000
12123406,30085FECE9-06,800.00,2021-07-23,0.00,0.00,0.00,30085FECE9,Paid off,2021-07-22 18:50:11.000000,2023-02-21 08:54:24.000000
12436212,30085FECE9-07,800.00,2021-08-16,0.00,0.00,0.00,30085FECE9,Paid off,2021-08-14 19:21:44.000000,2023-02-21 08:54:24.000000
12751147,30085FECE9-08,500.00,2021-09-10,0.00,0.00,0.00,30085FECE9,Paid off,2021-09-09 15:45:35.000000,2023-02-21 08:54:24.000000
14279533,30085FECE9-09,800.00,2022-02-08,0.00,0.00,0.00,30085FECE9,Paid off,2022-02-08 10:05:08.000000,2023-02-21 08:54:24.000000
15047635,30085FECE9-10,800.00,2022-05-09,0.00,0.00,0.00,30085FECE9,Paid off,2022-05-07 10:18:46.000000,2023-02-21 08:54:24.000000
16905719,30085FECE9-11,1500.00,2022-09-06,0.00,0.00,0.00,30085FECE9,Paid off,2022-09-05 21:46:26.000000,2023-02-21 08:54:24.000000
18744146,30085FECE9-12,1000.00,2023-01-03,0.00,0.00,0.00,30085FECE9,Paid off,2023-01-03 18:45:23.000000,2023-11-09 09:15:09.447792
23122204,30085FECE9-13,1500.00,2023-12-26,99.00,66.37,704.33,30085FECE9,Current,2023-12-26 02:47:14.969795,2024-07-06 07:51:26.163218
