loan_id,loan_amount,loan_date,loan_status
A044F326B6-01,800.0,2024-01-29,Current
A0455DC5AC-01,800.0,2023-07-27,Current
A047D1AF3F-01,300.0,2023-11-22,Current
A0514EE28C-01,800.0,2024-02-05,Current
A056E47E49-01,800.0,2023-12-18,Current
A05787447F-01,300.0,2024-04-10,Current
A0596C2D6B-16,400.0,2024-02-05,Current
A05D8ECC2E-03,800.0,2024-02-21,Current
A05DA5EB8D-02,300.0,2024-02-07,Current
A05E0060D3-04,500.0,2024-01-16,Current
A05EB8B43C-01,600.0,2024-02-20,Current
A05FDDCAA0-01,800.0,2023-07-24,Current
A0616B4F75-02,300.0,2023-12-19,Current
A062E1482C-01,400.0,2024-02-13,Current
A063BA1D3E-01,800.0,2023-12-19,Current
A066C3A550-01,800.0,2023-06-13,Current
A06DB019F6-06,800.0,2024-01-31,Current
A06F3EFD45-02,1000.0,2024-02-05,Current
A0722ADDF9-02,700.0,2024-04-17,Current
A075443BE9-05,500.0,2023-10-19,Current
A076054314-01,800.0,2024-02-15,Current
A078166EB5-03,500.0,2023-10-02,Current
A078651B8A-11,800.0,2024-02-16,Current
A07A0DD558-01,800.0,2024-01-19,Current
A07AA06722-09,800.0,2023-06-23,Current
A07AC5327E-04,800.0,2023-10-25,Current
A07F89E714-01,800.0,2024-01-02,Current
A0801E568D-03,800.0,2023-10-23,Current
A08031FCEB-02,300.0,2023-11-21,Current
A08997CD1D-02,800.0,2023-10-10,Current
A08B29D49B-01,800.0,2019-10-02,Current
A08E067646-01,800.0,2024-04-01,Current
A08F040444-03,500.0,2023-10-25,Current
A08F8F7FE3-01,600.0,2024-04-15,Current
A08FF80B9F-02,400.0,2024-04-30,Current
A0908DFDD9-01,600.0,2024-02-12,Current
A090B54028-01,800.0,2024-02-12,Current
A0928EC134-07,800.0,2024-03-19,Current
A09474CDD4-05,600.0,2023-10-11,Current
A0950077E1-03,300.0,2024-04-26,Current
A09926E652-01,300.0,2023-10-25,Current
A0998AC583-01,800.0,2024-02-05,Current
A099C945DF-01,600.0,2024-04-09,Current
A09CD4044C-01,600.0,2024-02-21,Current
A09CFCC38D-03,300.0,2024-03-12,Current
A09D85B593-01,800.0,2023-12-27,Current
A09DC5192B-02,800.0,2023-11-27,Current
A09DDA20D2-01,400.0,2023-11-30,Current
A09F353158-02,400.0,2024-03-06,Current
A0A090E222-02,500.0,2024-04-24,Current
A0A12BDCF5-01,300.0,2023-11-20,Current
A0A296E0DD-01,500.0,2024-02-29,Current
A0A3AF672E-01,800.0,2023-10-10,Current
A0A88A1845-01,700.0,2023-07-14,Current
A0A909C391-01,600.0,2024-01-10,Current
A0A92703C2-04,800.0,2019-10-01,Current
A0AA440CDB-01,800.0,2020-01-30,Current
A0AA6AD218-15,1500.0,2024-03-19,Current
A0AB23ECDA-01,800.0,2023-06-08,Current
A0AC8C834F-01,800.0,2023-12-12,Current
A0AD1EA1EF-01,600.0,2023-07-31,Current
A0AE6A2BBA-04,1500.0,2024-02-16,Current
A0AE9E0668-01,800.0,2023-11-20,Current
A0B12EFF9D-02,400.0,2024-01-16,Current
A0B3763395-01,800.0,2024-02-12,Current
A0B41E9225-01,800.0,2019-11-29,Current
A0B48A7C3C-02,800.0,2022-09-22,Current
A0B532BD62-01,300.0,2023-12-04,Current
A0B573A20F-01,500.0,2023-11-27,Current
A0B57610A0-02,800.0,2020-01-02,Current
A0B5ACF870-02,800.0,2023-12-11,Current
A0B757B24F-02,800.0,2020-01-13,Current
A0B7E7DE79-02,800.0,2024-03-21,Current
A0B7F45195-04,600.0,2023-12-12,Current
A0B861E387-01,500.0,2023-12-01,Current
A0B90D4FF5-01,800.0,2023-11-03,Current
A0B95D03BD-01,600.0,2024-03-11,Current
A0BB22FCBE-02,300.0,2023-12-21,Current
A0BC78D21B-01,600.0,2023-09-13,Current
B00001D3D9-02,800.0,2023-10-02,Charged off
B00009DAEB-03,600.0,2021-06-28,Charged off
B000100944-01,600.0,2022-09-19,Paid off
B0003CD632-01,600.0,2019-05-24,Charged off
B000526D04-01,600.0,2022-01-04,Charged off
B000541FCD-01,300.0,2023-09-11,Paid off
B000541FCD-02,300.0,2023-11-17,Paid off
B0005D0F62-01,800.0,2023-07-19,Settled
B00076457C-01,600.0,2019-07-22,Charged off
B00076457C-02,600.0,2023-11-27,Charged off
B0007F1E62-01,800.0,2022-10-05,Charged off
B000881B4D-01,800.0,2020-06-22,Charged off
B000AE8CA7-01,500.0,2023-08-28,Current
B000D967FB-02,700.0,2019-08-08,Settled
B000E58240-01,600.0,2019-07-11,Paid off
B000E58240-02,800.0,2019-12-02,Paid off
B000E58240-03,800.0,2020-09-03,Paid off
B000E58240-04,800.0,2021-05-21,Paid off
B000E58240-05,700.0,2021-08-02,Paid off
B000E58240-06,800.0,2021-11-17,Settled
B000E58240-07,800.0,2023-05-30,Charged off
B000EAC3EC-01,800.0,2023-06-20,Charged off
B000EBD309-05,600.0,2019-05-07,Paid off
B000EBD309-06,500.0,2020-05-18,Paid off
B0013FD7B8-01,400.0,2019-06-03,Paid off
B0013FD7B8-02,600.0,2020-02-13,Paid off
B0013FD7B8-03,500.0,2020-08-21,Paid off
B0013FD7B8-04,600.0,2020-12-29,Paid off
B0013FD7B8-05,600.0,2022-02-09,Paid off
B001D4D25E-01,800.0,2022-08-12,Paid off
B001D4D25E-02,800.0,2023-03-27,Paid off
B001D4D25E-03,800.0,2023-04-14,Paid off
B001D4D25E-04,1200.0,2023-05-04,Paid off
B001D4D25E-05,800.0,2023-05-31,Paid off
B001D4D25E-06,800.0,2023-07-24,Paid off
B001D4D25E-07,800.0,2023-08-09,Paid off
B001D4D25E-08,800.0,2023-09-29,Paid off
B001D4D25E-09,1200.0,2023-11-13,Paid off
B001D4D25E-10,1200.0,2024-01-23,Paid off
B001D4D25E-11,1500.0,2024-02-20,Paid off
B001EA1ABF-01,800.0,2021-09-08,Paid off
B0021B6767-01,500.0,2020-03-02,Paid off
B0021B6767-02,800.0,2020-07-06,Charged off
B0027C79D4-01,300.0,2022-06-06,Paid off
B002815CEF-01,800.0,2019-01-30,Charged off
B00284A8B9-01,400.0,2019-07-05,Paid off
B0028FFB0A-05,800.0,2019-07-17,Paid off
B0028FFB0A-06,800.0,2020-06-23,Paid off
B0028FFB0A-07,800.0,2021-05-25,Paid off
B0028FFB0A-08,800.0,2022-04-26,Settled
B002B6DBD7-01,300.0,2022-10-27,Paid off
B002B6DBD7-02,300.0,2023-08-22,Paid off
B002B6DBD7-03,400.0,2024-01-23,Current
B002C1B144-08,800.0,2019-04-11,Paid off
B002C1B144-09,800.0,2019-05-31,Paid off
B002C1B144-10,800.0,2020-03-30,Paid off
B002C1B144-11,1500.0,2023-02-21,Paid off
B002E23405-01,300.0,2024-02-20,Paid off
B003106692-01,400.0,2021-08-26,Paid off
B0031E5CEF-01,300.0,2019-05-13,Paid off
B0031E5CEF-02,800.0,2020-03-16,Paid off
B0031E5CEF-03,400.0,2023-10-16,Paid off
B004987C82-03,300.0,2019-07-08,Paid off
B004987C82-04,300.0,2019-10-16,Paid off
B004987C82-05,600.0,2021-11-22,Paid off
B004987C82-06,300.0,2022-03-01,Paid off
B004987C82-07,800.0,2022-06-06,Paid off
B00504695C-01,600.0,2023-12-05,Paid off
B005531986-01,800.0,2020-07-07,Paid off
B0069306DD-01,300.0,2019-02-15,Paid off
B0069306DD-02,300.0,2019-02-21,Paid off
B006A13109-01,800.0,2023-08-28,Paid off
B0070B66EA-05,400.0,2019-04-03,Paid off
B0070B66EA-06,400.0,2019-07-17,Paid off
B0070B66EA-07,300.0,2020-03-24,Paid off
B0070B66EA-08,300.0,2020-06-01,Paid off
B0070B66EA-09,600.0,2020-11-16,Paid off
B0070B66EA-10,500.0,2021-01-06,Paid off
B0070B66EA-11,1000.0,2021-04-21,Paid off
B0070B66EA-12,500.0,2021-07-21,Paid off
B0070B66EA-13,800.0,2021-11-01,Paid off
B0070B66EA-14,1000.0,2022-05-02,Paid off
B0070B66EA-15,400.0,2022-11-04,Paid off
B0070B66EA-16,800.0,2023-07-27,Paid off
B0070B66EA-17,800.0,2024-04-18,Current
B00753BF6A-01,600.0,2022-08-02,Paid off
B007600D9E-01,800.0,2023-08-10,Paid off
B007600D9E-02,800.0,2023-12-13,Current
B0078B78C4-01,500.0,2023-07-12,Paid off
B007EAA451-01,300.0,2022-03-28,Paid off
B007FDF31B-02,600.0,2022-11-23,Paid off
B007FF77DB-01,600.0,2020-02-12,Paid off
B0083F38BB-01,800.0,2019-03-06,Paid off
B0083F38BB-02,800.0,2019-06-26,Settled
B008D75530-01,300.0,2022-03-10,Paid off
B008DFEBCF-01,800.0,2024-01-09,Current
B008E0A073-01,400.0,2022-09-06,Paid off
B008E0A073-02,500.0,2022-11-30,Paid off
B008F7E55C-01,300.0,2019-07-11,Charged off
B009187F5D-01,800.0,2023-03-21,Paid off
B009187F5D-02,800.0,2024-01-26,Current
B00A36EE8B-02,700.0,2019-08-27,Paid off
B00A36EE8B-03,500.0,2019-11-18,Paid off
B00A7DEA42-01,600.0,2019-12-09,Paid off
B00A7DEA42-02,500.0,2020-06-29,Paid off
B00A7DEA42-03,800.0,2021-11-09,Paid off
B00A7DEA42-04,400.0,2021-11-22,Paid off
B00A7DEA42-05,800.0,2022-03-02,Paid off
B00A7DEA42-06,800.0,2022-04-18,Paid off
B00A8F4D5B-01,600.0,2022-11-21,Paid off
B00A8F4D5B-02,800.0,2022-12-12,Paid off
B00A8F4D5B-03,600.0,2023-03-10,Paid off
B00ABA5417-03,600.0,2023-09-27,Current
B00BE3F249-01,300.0,2023-12-20,Current
B00C5CB44B-08,800.0,2021-11-22,Charged off
B00CC0E386-03,800.0,2021-07-07,Charged off
B00CE93027-01,800.0,2022-12-16,Charged off
B00FD45CE5-01,800.0,2022-07-12,Charged off
B00FD45CE5-02,800.0,2023-08-23,Charged off
B00FFA91C4-01,600.0,2021-08-31,Settled
B01017E4C9-04,1200.0,2023-08-17,Current
B0119B8215-01,500.0,2023-11-27,Current
B011DA1BC8-04,700.0,2022-07-18,Settled
B011DA1BC8-05,800.0,2022-12-23,Settled
B013212523-35,1500.0,2024-04-22,Current
B0135BABC9-02,700.0,2022-11-28,Settled
B013A8FFB1-01,800.0,2024-01-04,Current
B014570EFF-02,300.0,2024-03-20,Current
B01496EE29-01,300.0,2024-01-25,Current
B015124CA0-09,800.0,2023-06-21,Current
B015A04731-04,500.0,2024-03-04,Current
B018074006-04,800.0,2023-09-26,Current
B01E24E05D-04,500.0,2023-11-27,Current
B01E9CDCE2-01,800.0,2024-03-04,Current
B01F3A4B91-03,600.0,2024-02-15,Current
B022B08775-07,800.0,2020-01-29,Current
B022B08775-10,800.0,2023-10-06,Current
B023D74EA0-02,800.0,2024-04-15,Current
B023E724B6-01,300.0,2023-12-04,Current
B0246F6B84-08,1200.0,2023-12-29,Current
B02515C58B-02,500.0,2023-09-19,Current
B0259E4028-02,800.0,2024-04-12,Current
B025E7985B-01,300.0,2023-09-11,Current
B026099A28-01,800.0,2019-12-30,Current
B029D091E6-01,500.0,2024-02-20,Current
B02ACEEE00-03,600.0,2024-01-22,Current
B02CBE8091-07,800.0,2020-02-04,Current
B02CBE8091-12,1200.0,2024-04-04,Current
B02E594679-01,300.0,2024-04-18,Current
B0303C1573-01,600.0,2024-01-24,Current
B031939E00-01,800.0,2024-04-03,Current
B03243AC71-02,800.0,2024-02-05,Current
B032E51F9C-01,500.0,2023-11-27,Current
B035D440F7-11,1500.0,2023-04-27,Current
B03622A14E-08,1000.0,2023-09-27,Current
B0388F3396-01,700.0,2023-08-15,Current
B038A491AA-01,800.0,2024-04-01,Current
B039EEAF69-04,500.0,2024-04-05,Current
B03AE75F69-16,800.0,2024-04-03,Current
B03D86C524-09,800.0,2024-04-01,Current
B03E47CE87-01,800.0,2023-10-05,Current
B03E5F9DAB-01,300.0,2023-12-29,Current
B03E740995-06,800.0,2024-02-26,Current
B03EB87D24-01,500.0,2023-12-26,Current
B03EF151BC-10,800.0,2024-04-23,Current
B03F512B98-02,800.0,2024-03-28,Current
B040241D73-22,1500.0,2023-11-21,Current
B04058795C-01,700.0,2024-02-07,Current
B040AD5636-09,400.0,2024-02-09,Current
B0419CB33C-02,800.0,2023-11-20,Current
B042C748E7-01,800.0,2023-10-02,Current
B04304FF49-01,800.0,2023-01-04,Current
B04460E1BD-05,1000.0,2024-02-26,Current
B0459E868A-01,800.0,2024-04-01,Current
B047165AA9-01,400.0,2023-09-01,Current
B04832FF17-01,600.0,2023-10-06,Current
B048ADE6D2-02,800.0,2023-09-06,Current
B04912CB86-01,500.0,2024-03-15,Current
B049CDFFA3-02,800.0,2020-02-05,Current
B04AE8311D-01,800.0,2019-12-30,Current
B04B9E1943-01,800.0,2023-08-08,Current
B04C92842C-12,1500.0,2023-10-30,Current
B04CA1A894-02,800.0,2023-12-21,Current
B04EB3AC76-01,800.0,2023-08-29,Current
B050861638-01,800.0,2024-01-31,Current
B053D0EFF2-01,500.0,2023-06-28,Current
B0540814DC-03,800.0,2024-01-29,Current
B054AE280A-01,800.0,2024-02-12,Current
B0557B8289-01,800.0,2024-02-21,Current
B0562EEE18-01,500.0,2024-01-02,Current
B05632B637-02,600.0,2024-03-04,Current
B058A2F695-03,500.0,2024-01-22,Current
B058A8F20C-06,400.0,2023-11-21,Current
B05DDFC6AB-02,800.0,2024-04-29,Current
B0627C129F-01,500.0,2024-03-27,Current
B063AFCAA6-01,800.0,2024-04-22,Current
B0663791A2-02,300.0,2023-05-18,Current
B0668E9FA9-05,300.0,2024-04-30,Current
B066D3F802-04,800.0,2023-12-21,Current
B067701A59-02,600.0,2024-04-10,Current
B06AC7C7F0-01,800.0,2024-04-15,Current
B06D3AF20A-09,700.0,2024-04-24,Current
B06DD792D3-01,600.0,2023-12-14,Current
B06E9BFE34-01,500.0,2023-11-09,Current
B06F39F57A-02,800.0,2023-10-03,Current
B06FB198B5-01,800.0,2023-10-04,Current
B073B342B1-02,800.0,2024-02-14,Current
B07415D1C3-01,800.0,2023-10-18,Current
B074E110AA-01,800.0,2023-06-23,Current
B0750C2693-03,800.0,2024-01-04,Current
B07732D361-06,800.0,2024-03-25,Current
B07769CF9B-01,700.0,2023-08-07,Current
B07784B950-01,600.0,2024-02-06,Current
B0781E487D-01,300.0,2024-02-02,Current
B07A9A252E-13,1500.0,2024-03-07,Current
B07BC0A2C8-02,800.0,2024-01-22,Current
B0827CD605-03,600.0,2024-04-09,Current
C000064C1F-01,600.0,2021-09-03,Charged off
C000113790-10,300.0,2019-08-05,Paid off
C000113790-11,800.0,2020-02-19,Paid off
C000113790-12,800.0,2020-08-28,Paid off
C000113790-13,800.0,2021-05-10,Paid off
C000113790-14,1500.0,2022-01-28,Charged off
C00013B60F-03,600.0,2021-04-02,Charged off
C000495C1F-01,700.0,2022-10-12,Settled
C000495C1F-02,600.0,2023-03-13,Paid off
C000495C1F-03,800.0,2023-12-27,Current
C0005FCA8C-02,800.0,2020-12-30,Charged off
C00060F32C-01,300.0,2023-12-06,Charged off
C000829DD9-01,800.0,2019-10-17,Charged off
C000966F78-01,400.0,2020-10-07,Paid off
C000966F78-02,600.0,2020-12-23,Charged off
C000966F78-03,800.0,2023-01-09,Charged off
C000B5CD0F-01,800.0,2024-01-08,Charged off
C000C5CADB-01,600.0,2022-07-12,Charged off
C000E9312E-01,600.0,2021-08-24,Paid off
C000E9312E-02,800.0,2021-12-27,Paid off
C000E9312E-03,500.0,2022-10-26,Paid off
C000F35043-01,700.0,2023-10-06,Paid off
C0019B489F-04,400.0,2019-05-10,Paid off
C0019B489F-05,400.0,2019-09-06,Charged off
C0019B489F-06,300.0,2022-07-26,Paid off
C0019B489F-07,300.0,2022-12-16,Paid off
C0019B489F-08,300.0,2023-06-26,Paid off
C0019B489F-09,400.0,2023-08-22,Paid off
C0019B489F-10,800.0,2023-12-08,Current
C0019CE2E3-01,400.0,2021-11-26,Paid off
C0019CE2E3-02,500.0,2022-03-16,Paid off
C001F7623A-07,600.0,2019-04-23,Paid off
C001F7623A-08,600.0,2019-11-14,Paid off
C001F7623A-09,800.0,2021-04-12,Paid off
C001F7623A-10,1500.0,2022-02-18,Paid off
C001F7623A-11,1500.0,2022-12-20,Paid off
C001F9F142-02,800.0,2022-05-26,Charged off
C001FD63EB-01,800.0,2022-04-19,Paid off
C001FD63EB-02,800.0,2023-09-21,Current
C002973927-01,800.0,2022-12-01,Paid off
C002C9CD9E-01,300.0,2022-05-31,Paid off
C002E5E9E7-01,800.0,2020-10-07,Paid off
C002F9B97F-01,800.0,2024-01-17,Current
C003119569-01,400.0,2019-10-15,Paid off
C00323790C-02,500.0,2020-08-20,Paid off
C00323790C-03,800.0,2020-11-20,Paid off
C0032708D1-01,600.0,2023-02-21,Paid off
C0032708D1-02,800.0,2023-12-08,Paid off
C0032708D1-03,800.0,2024-03-15,Paid off
C00335BB6B-01,800.0,2021-09-16,Paid off
C00351E1E3-01,800.0,2024-01-03,Paid off
C003533B1D-01,600.0,2024-01-02,Paid off
C003533B1D-02,500.0,2024-02-12,Current
C0036C9286-01,600.0,2024-01-22,Current
C003751101-01,500.0,2020-12-17,Paid off
C003EE82E6-02,300.0,2022-08-02,Paid off
C003EE82E6-03,400.0,2023-10-25,Current
C0041D4F32-01,800.0,2020-03-12,Paid off
C0041D4F32-02,800.0,2021-03-23,Paid off
C004216598-02,300.0,2019-02-15,Paid off
C004216598-03,300.0,2019-07-24,Paid off
C004216598-04,300.0,2020-02-18,Paid off
C004216598-05,600.0,2021-03-02,Paid off
C004216598-06,700.0,2021-09-14,Paid off
C004216598-07,800.0,2022-04-13,Paid off
C00425A381-01,600.0,2023-04-26,Paid off
C00425A381-02,800.0,2023-12-15,Current
C0044C7CB3-01,300.0,2019-07-01,Paid off
C0044C7CB3-02,600.0,2021-04-01,Paid off
C0044C7CB3-03,800.0,2021-07-23,Paid off
C00493BD66-01,600.0,2019-05-13,Paid off
C00493BD66-02,800.0,2019-12-03,Paid off
C00497D605-01,700.0,2021-11-16,Paid off
C004D4F2F2-01,800.0,2019-05-21,Charged off
C004D4F2F2-02,800.0,2024-04-08,Current
C005065141-01,300.0,2022-05-02,Paid off
C0051AEACD-01,500.0,2021-07-12,Paid off
C0051AEACD-02,500.0,2021-09-23,Paid off
C0051AEACD-03,600.0,2022-02-08,Paid off
C0056A1CC3-01,400.0,2022-08-01,Paid off
C0056A1CC3-02,500.0,2023-06-01,Paid off
C005C4536D-04,600.0,2019-11-01,Paid off
C005C4536D-05,400.0,2020-09-14,Paid off
C005C4536D-06,800.0,2021-11-30,Paid off
C005EA4367-01,500.0,2020-03-03,Paid off
C005EA4367-02,400.0,2021-04-20,Paid off
C005EA4367-03,800.0,2021-04-27,Paid off
C005EA4367-04,700.0,2021-07-02,Paid off
C005EA4367-05,600.0,2021-12-21,Charged off
C00602A16A-01,800.0,2022-09-19,Paid off
C0067124A7-01,700.0,2021-12-01,Paid off
C0067124A7-03,800.0,2023-12-07,Paid off
C00685FD5F-01,800.0,2022-11-29,Paid off
C00685FD5F-03,1000.0,2023-12-07,Paid off
C0070126F6-02,500.0,2020-12-14,Paid off
C0070126F6-03,400.0,2021-06-11,Paid off
C0070126F6-04,500.0,2021-09-03,Paid off
C00711A435-07,500.0,2019-07-02,Paid off
C00711A435-08,500.0,2019-11-08,Paid off
C007633527-01,600.0,2024-01-29,Paid off
C00789701A-01,800.0,2022-09-07,Paid off
C007BFDC26-01,600.0,2019-07-08,Paid off
C007BFDC26-02,600.0,2021-02-11,Paid off
C007BFDC26-03,300.0,2021-07-23,Paid off
C007F7927F-01,800.0,2021-11-29,Paid off
C007FC47A1-07,800.0,2022-09-14,Paid off
C007FC47A1-08,400.0,2023-10-02,Paid off
C007FC47A1-09,800.0,2024-02-05,Current
C007FC47A1-10,500.0,2024-03-19,Paid off
C00800D8A0-02,500.0,2019-09-25,Paid off
C00800D8A0-03,800.0,2023-07-11,Paid off
C0087CCF7F-01,600.0,2019-06-03,Paid off
C008B2B304-01,800.0,2020-07-13,Paid off
C008DF1718-01,300.0,2022-01-31,Charged off
C0093A05CE-01,500.0,2024-04-29,Current
C00A01A6F0-06,800.0,2019-06-26,Current
C00B4C865C-02,800.0,2023-12-06,Current
C00C9DF89D-01,800.0,2023-08-15,Current
C00D22B025-01,600.0,2024-01-29,Current
C00FA9E0FB-01,600.0,2021-01-06,Charged off
C0102ECB41-03,400.0,2024-02-07,Current
C010A3F4B7-04,800.0,2024-04-02,Current
C0121F5893-08,400.0,2023-09-25,Current
C0126428BB-03,400.0,2024-04-09,Current
C012F455FB-01,800.0,2019-08-19,Charged off
C013681849-01,500.0,2022-09-06,Settled
C013BB4EC4-01,800.0,2023-10-11,Current
C0144DC453-01,300.0,2021-01-28,Charged off
C015FB68BA-01,800.0,2023-09-18,Current
C0176BF9E8-01,500.0,2023-12-22,Current
C01AB4C7BA-01,800.0,2023-02-07,Settled
C01AC20F15-07,800.0,2024-02-08,Current
C01B51565A-01,600.0,2023-05-18,Current
C01CFF93FF-01,800.0,2023-05-30,Current
C01E1E38E2-01,800.0,2024-02-15,Current
C01FB8DBB3-02,300.0,2024-01-29,Current
C0206082EE-04,500.0,2023-12-15,Current
C021C953FB-05,600.0,2020-09-30,Settled
C02457876B-03,800.0,2024-02-27,Current
C026342534-10,1500.0,2022-11-14,Current
C027B3DF79-03,800.0,2024-03-29,Current
C028631CB6-03,400.0,2023-09-18,Current
C02874BA35-01,500.0,2024-03-25,Current
C029442D35-01,700.0,2020-10-26,Settled
C029442D35-03,500.0,2023-04-25,Current
C029AC886C-01,800.0,2024-04-15,Current
C02B389229-01,500.0,2024-04-19,Current
C02D76AEED-02,800.0,2020-02-10,Current
C02D76AEED-07,500.0,2024-01-12,Current
C02E96DF85-11,700.0,2024-02-12,Current
C02F95BFA8-01,800.0,2019-06-25,Current
C03004EA4E-01,800.0,2022-12-20,Settled
C030E9F7C3-02,400.0,2023-12-04,Current
C03131DEDB-01,500.0,2024-01-08,Current
C031E324F7-02,800.0,2019-10-02,Settled
C033666578-01,400.0,2023-12-15,Settled
C034F0A562-04,300.0,2024-03-08,Current
C03637918A-02,500.0,2021-01-28,Settled
C0363A9AB3-01,800.0,2023-07-19,Current
C03797DA30-02,800.0,2023-10-03,Current
C0381B6052-01,800.0,2024-01-16,Current
C03BFC88EC-08,300.0,2024-03-25,Current
C03CDA3AA3-01,800.0,2024-01-02,Current
C03CFEFEAD-02,800.0,2023-08-16,Current
C04087968B-05,500.0,2024-02-02,Current
C041985535-01,500.0,2024-04-05,Current
C042C52D17-01,800.0,2023-12-14,Current
C042DFE889-03,400.0,2024-01-22,Current
C043255278-01,300.0,2024-01-26,Current
C047077495-01,800.0,2023-09-18,Current
C047875E83-03,800.0,2023-12-14,Current
C04947A858-01,500.0,2024-02-07,Current
C049D8FAE9-01,300.0,2023-09-25,Current
C04B4F8013-02,800.0,2023-08-30,Current
C04BBF7E5A-01,800.0,2024-03-20,Current
C04D23DDDE-01,800.0,2023-09-19,Current
C04FD12FA4-01,700.0,2023-11-09,Current
C0503AFA3F-06,800.0,2024-02-29,Current
C053C6A16A-01,800.0,2023-12-04,Current
C053CE730D-01,500.0,2024-04-23,Current
C053E6DB7B-02,600.0,2024-04-25,Current
C0545D1EBA-02,700.0,2023-12-12,Current
C05465A193-01,1000.0,2023-11-30,Current
C0547AA3B9-01,800.0,2024-04-16,Current
C055F5E820-02,800.0,2023-10-16,Current
C056027142-02,600.0,2024-04-04,Current
C056B0C934-02,800.0,2024-04-25,Current
C05B4598F6-11,500.0,2023-12-21,Current
C05D958D5A-02,800.0,2023-10-10,Current
C05E7D2D4C-07,800.0,2024-04-09,Current
C05ED35B1E-01,800.0,2024-02-14,Current
C05F128941-01,800.0,2024-01-16,Current
C05FFAD427-04,1500.0,2023-10-02,Current
C0602AF2B0-01,800.0,2024-03-11,Current
C06040C80C-01,700.0,2024-01-02,Current
C062B566CE-02,300.0,2024-03-18,Current
C062C648BC-01,600.0,2024-03-20,Current
C0643683DB-01,800.0,2023-10-03,Current
C064627D93-08,800.0,2020-01-31,Current
C06516858F-08,300.0,2024-01-29,Current
C066923A79-04,400.0,2024-04-05,Current
C0675FAF0E-01,800.0,2024-04-17,Current
C067857602-04,1200.0,2024-04-12,Current
C067EA6A9A-07,300.0,2023-08-14,Current
C06B53DBB9-01,600.0,2024-03-18,Current
C06D175396-01,800.0,2023-10-23,Current
C06D2A1B21-03,500.0,2024-02-27,Current
C06D4DB759-01,800.0,2023-12-13,Current
C06E5D21B4-01,800.0,2024-02-05,Current
C06F273DBD-01,300.0,2024-04-15,Current
C070223A9B-08,800.0,2024-01-05,Current
C07181E8CB-03,700.0,2024-01-31,Current
C071E3920C-01,800.0,2024-02-02,Current
C071E9973E-02,800.0,2023-10-10,Current
C0721AC0D4-03,800.0,2024-01-02,Current
C0730194D3-03,700.0,2024-04-02,Current
C0736EB770-03,1500.0,2023-06-15,Current
C07B09D403-02,800.0,2024-01-04,Current
C07C4DB4E1-01,600.0,2024-02-29,Current
C080340A24-02,1500.0,2024-02-22,Current
C0804B35DB-01,800.0,2023-08-25,Current
C0810D3D74-02,800.0,2023-12-20,Current
C0817761D1-02,700.0,2024-04-23,Current
C0829307F7-27,1200.0,2024-04-09,Current
C0847A26A9-01,500.0,2024-01-10,Current
C087086F8D-01,800.0,2024-02-05,Current
C087EC3711-01,700.0,2023-12-11,Current
C08827FF09-03,500.0,2024-02-02,Current
C088345574-05,800.0,2024-01-17,Current
C08923796A-01,700.0,2024-01-16,Current
C08950F8CB-02,300.0,2024-02-23,Current
C08AD5809A-01,300.0,2023-12-06,Current
C08CC44E1C-11,800.0,2024-03-25,Current
C08CF32B21-01,600.0,2023-11-21,Current
C08DAB26AC-03,600.0,2023-10-02,Current
C08DF85020-18,1500.0,2023-10-03,Current
C08F040FFB-03,300.0,2024-02-15,Current
C090449BC7-17,1500.0,2024-02-08,Current
D000121E10-01,800.0,2023-09-05,Charged off
D0001BC56A-01,300.0,2022-03-29,Charged off
D0006B5EA5-01,300.0,2022-05-18,Paid off
D0006B5EA5-02,400.0,2022-10-17,Paid off
D0006B5EA5-03,400.0,2023-05-15,Paid off
D0006B5EA5-04,300.0,2024-04-18,Current
D000746A79-01,800.0,2023-09-19,Charged off
D000784751-01,600.0,2021-11-15,Charged off
D000C077F7-01,600.0,2020-02-10,Paid off
D000C077F7-02,300.0,2020-07-24,Charged off
D0011BD78F-01,300.0,2019-02-05,Paid off
D0011DF81B-01,800.0,2023-02-23,Paid off
D0011DF81B-02,600.0,2023-03-27,Paid off
D0011DF81B-03,400.0,2023-08-01,Paid off
D0011DF81B-04,500.0,2023-08-14,Paid off
D0011DF81B-05,500.0,2023-09-25,Paid off
D0011DF81B-06,800.0,2023-10-17,Paid off
D0015369B4-01,600.0,2021-02-02,Paid off
D0015369B4-02,500.0,2022-05-26,Charged off
D00170A429-01,500.0,2022-08-04,Charged off
D00177FA28-01,600.0,2020-09-14,Charged off
D0017B6790-03,800.0,2019-04-03,Paid off
D001D7C23E-01,500.0,2021-03-17,Paid off
D001D7C23E-02,300.0,2022-01-12,Paid off
D001D7C23E-03,800.0,2022-12-09,Charged off
D001D83BF4-01,500.0,2023-10-12,Charged off
D0025723F3-07,600.0,2019-06-17,Paid off
D0025723F3-08,800.0,2019-12-30,Current
D0025723F3-09,600.0,2020-07-13,Paid off
D0025723F3-10,800.0,2021-02-12,Paid off
D0025723F3-11,1000.0,2021-05-19,Paid off
D0025723F3-12,1000.0,2021-08-17,Paid off
D0025723F3-13,1500.0,2021-11-15,Paid off
D0025723F3-14,1500.0,2022-05-02,Paid off
D0026DD96F-05,800.0,2019-05-01,Charged off
D002898832-08,600.0,2019-01-30,Paid off
